AFFY HG U133 Plus 2 probe,HGNC symbol
240487_at,
211133_x_at,LILRB3
210784_x_at,LILRB3
210225_x_at,LILRB3
211135_x_at,LILRB3
,LILRB3
223498_at,SPECC1
,SPECC1
244461_at,SPECC1
228900_at,SPECC1
219728_at,MYOT
242795_at,MYOT
,MYOT
219052_at,HPS6
,C6orf118
232777_s_at,C6orf118
,WASF5P
,USP8P1
206879_s_at,NRG2
208062_s_at,NRG2
242303_at,NRG2
,NRG2
214459_x_at,HLA-C
208812_x_at,HLA-C
,HLA-C
227715_at,TEKT4P2
227330_x_at,TEKT4P2
229748_x_at,TEKT4P2
,UBE2V1P14
202167_s_at,MMS19
,MMS19
237400_at,
206993_at,DMAC2L
206992_s_at,DMAC2L
213995_at,DMAC2L
238799_at,DMAC2L
239859_x_at,DMAC2L
1554177_a_at,DMAC2L
241624_at,
216810_at,
236909_at,CCDC173
,CCDC173
204591_at,CHL1
,CHL1
234583_at,CHL1
226866_at,ESCO1
235645_at,ESCO1
235216_at,ESCO1
,ESCO1
217520_x_at,
234631_at,
225752_at,NIPA1
1552696_at,NIPA1
,NIPA1
,KRTAP4-16
,MESTP1
1560958_s_at,
234685_x_at,KRTAP4-9
234633_at,KRTAP4-11
,PRYP1
224269_at,KRTAP4-12
,ZDHHC20P2
,ACTG1P2
205116_at,LAMA2
213519_s_at,LAMA2
216840_s_at,LAMA2
,LAMA2
,KRTAP29-1
216364_s_at,AFF2
210957_s_at,AFF2
206105_at,AFF2
,AFF2
,C10orf120
221301_at,SAPCD1-AS1
230096_at,SAPCD1-AS1
208659_at,CLIC1
,HLA-S
226021_at,RDH10
227467_at,RDH10
1552378_s_at,RDH10
,RDH10
218518_at,FAM13B
244847_at,FAM13B
,FAM13B
,KRTAP9-10P
,RPS12P20
207214_at,SPINK4
233520_s_at,CMYA5
237981_at,CMYA5
,CMYA5
34206_at,ARAP1
212516_at,ARAP1
238911_at,ARAP1
,ARAP1
,IGHV2-70D
200717_x_at,RPL7
212042_x_at,RPL7
239493_at,RPL7
,UTRN
213023_at,UTRN
213022_s_at,UTRN
225093_at,UTRN
,IGHV3-69-1
226878_at,HLA-DOA
206313_at,HLA-DOA
211142_x_at,HLA-DOA
,IGHV1-69-2
,BAG1
229720_at,BAG1
211475_s_at,BAG1
202387_at,BAG1
1563362_at,
225592_at,NRM
219227_at,CCNJL
,CCNJL
224450_s_at,RIOK1
,RIOK1
,KRT18P54
218765_at,SIDT2
56256_at,SIDT2
,SIDT2
225133_at,KLF3
222913_at,KLF3
219657_s_at,KLF3
225140_at,KLF3
,KLF3
,TARS2P1
202833_s_at,SERPINA1
211429_s_at,SERPINA1
230318_at,SERPINA1
,SERPINA1
203790_s_at,RIDA
,RIDA
203657_s_at,CTSF
,CTSF
,LINC00613
225615_at,IFFO2
,IFFO2
228392_at,ZNF302
228393_s_at,ZNF302
,ZNF302
218490_s_at,ZNF302
,TERF1P3
1569811_at,LINC02510
226730_s_at,USP37
232033_at,USP37
226729_at,USP37
,USP37
200661_at,CTSA
,CTSA
219871_at,KLF3-AS1
230315_at,KLF3-AS1
1570414_x_at,KLF3-AS1
,KLF3-AS1
230306_at,VPS26B
225483_at,VPS26B
,VPS26B
243844_at,LINC02511
,LINC02511
,SERF1AP1
239291_at,TRPM3
233022_at,TRPM3
216452_at,TRPM3
1555252_a_at,TRPM3
239684_at,TRPM3
1554722_at,TRPM3
211422_at,TRPM3
,TRPM3
240915_at,IGHV1-69D
211634_x_at,IGHV1-69D
211635_x_at,IGHV1-69D
244066_at,
240660_at,
214697_s_at,PTBP3
224618_at,PTBP3
207223_s_at,PTBP3
224617_at,PTBP3
214698_at,PTBP3
,PTBP3
,IGHV2-70
,LINC02438
235713_at,ALKBH8
235610_at,ALKBH8
,ALKBH8
,IGHV3-71
,RPL37P2
217320_at,IGHV3-72
,RDH10-AS1
,UNC93B5
221328_at,CLDN17
,OR7E108P
216598_s_at,CCL2
,IGHV4-80
,IGHVIII-76-1
211642_at,IGHV3-73
,TAS2R2P
211950_at,UBR4
,UBR4
215636_at,UBR4
231889_at,UBR4
1555179_at,IGHV7-81
239705_at,IGHV3-74
210450_at,IGHV5-78
,IGHV3-79
,IGHV3-75
,IGHV3-76
,IGHVII-74-1
,IGHVII-78-1
,OR7E145P
217499_x_at,OR7E11P
217499_x_at,
,LINC02066
1563385_at,LINC00307
221962_s_at,UBE2H
222421_at,UBE2H
222420_s_at,UBE2H
217799_x_at,UBE2H
222419_x_at,UBE2H
,UBE2H
214598_at,CLDN8
,LINC01455
,RPL8P2
,C11orf58
200084_at,C11orf58
225811_at,C11orf58
201784_s_at,C11orf58
241945_at,LINC02064
,LINC02064
,NCAPD3
212789_at,NCAPD3
1568623_a_at,SLC35E4
,SLC35E4
241078_at,SLC35E4
225878_at,KIF1B
226968_at,KIF1B
,KIF1B
209234_at,KIF1B
,KRTAP24-1
1553701_a_at,DUSP18
,DUSP18
227098_at,DUSP18
,NUP35P1
224089_at,
,KRTAP25-1
,HNRNPCP7
229533_x_at,ZNF680
,ZNF680
239365_at,
202566_s_at,SVIL
202565_s_at,SVIL
,SVIL
1569512_at,SVIL
222272_x_at,SCIN
1552365_at,SCIN
1552367_a_at,SCIN
,SCIN
211991_s_at,HLA-DPA1
211990_at,HLA-DPA1
213537_at,HLA-DPA1
,HLA-DPA1
208075_s_at,CCL7
208090_s_at,AIRE
1557147_a_at,
,TSKU
218245_at,TSKU
,ASDURF
,BNIP3P42
,MSH5
210410_s_at,MSH5
221406_s_at,MSH5
,POP1
213449_at,POP1
217987_at,ASNSD1
,ASNSD1
1569673_at,
237031_at,
,RPL32P1
201137_s_at,HLA-DPB1
,HLA-DPB1
227850_x_at,CDC42EP5
,CDC42EP5
,CACYBPP3
226668_at,WDSUB1
225127_at,TMEM181
208598_s_at,HUWE1
236294_at,HUWE1
214673_s_at,HUWE1
208599_at,HUWE1
,HUWE1
238053_at,DHRSX
225503_at,DHRSX
,DHRSX
1555360_a_at,DNAJC11
215792_s_at,DNAJC11
,DNAJC11
,AFF2-IT1
208339_at,XKRY
,USP9YP23
,HSPE1P28
,TATDN2P2
208594_x_at,LILRA6
,LILRA6
,USP9YP27
205554_s_at,DNASE1L3
1561336_at,DNASE1L3
,DNASE1L3
,TRAPPC2P3
,OFD1P1Y
217095_x_at,NCR1
207860_at,NCR1
217088_s_at,NCR1
,NCR1
210444_at,NPY6R
236860_at,NPY6R
224683_at,FBH1
,FBH1
202691_at,SNRPD1
202690_s_at,SNRPD1
,DDB2
203409_at,DDB2
1561806_at,LINC02065
225166_at,
217104_at,
210242_x_at,
241169_at,
,DHRSX-IT1
219728_at,PKD2L2
221118_at,PKD2L2
,PKD2L2
224226_at,PKD2L2
1554821_a_at,ZBED1
203043_at,ZBED1
,ZBED1
