AFFY HG U133 Plus 2 probe,HGNC symbol
,MT-TF
,MT-RNR1
,MT-TV
,MT-RNR2
,MT-TL1
1553551_s_at,MT-ND1
1553551_s_at,MT-TI
,MT-TQ
1553551_s_at,MT-TM
1553551_s_at,MT-ND2
1553551_s_at,MT-TW
,MT-TA
,MT-TN
,MT-TC
,MT-TY
1553538_s_at,MT-CO1
1553569_at,MT-CO1
1553570_x_at,MT-CO1
,MT-TS1
1553538_s_at,MT-TD
1553569_at,MT-TD
1553570_x_at,MT-TD
1553567_s_at,MT-CO2
1553538_s_at,MT-CO2
1553569_at,MT-CO2
1553570_x_at,MT-CO2
1553567_s_at,MT-TK
1553569_at,MT-TK
1553570_x_at,MT-TK
1553567_s_at,MT-ATP8
1553569_at,MT-ATP8
1553570_x_at,MT-ATP8
1553567_s_at,MT-ATP6
1553569_at,MT-ATP6
1553570_x_at,MT-ATP6
1553588_at,MT-ATP6
1553567_s_at,MT-CO3
1553588_at,MT-CO3
1553588_at,MT-TG
1553588_at,MT-ND3
1553588_at,MT-TR
224372_at,MT-ND4L
224373_s_at,MT-ND4L
1553588_at,MT-ND4L
224372_at,MT-ND4
224373_s_at,MT-ND4
1553588_at,MT-ND4
224372_at,MT-TH
224373_s_at,MT-TH
224372_at,MT-TS2
224373_s_at,MT-TS2
224372_at,MT-TL2
224373_s_at,MT-TL2
211600_at,MT-ND5
224372_at,MT-ND5
1555653_at,MT-ND5
224373_s_at,MT-ND5
1553575_at,MT-ND6
1553575_at,MT-TE
1555653_at,MT-CYB
,MT-TT
,MT-TP
1562670_at,LINC02833
1562671_s_at,LINC02833
219534_x_at,CDKN1C
213182_x_at,CDKN1C
213348_at,CDKN1C
216894_x_at,CDKN1C
219878_s_at,KLF13
225390_s_at,KLF13
,KLF13
1564463_at,KLF13
1558686_at,MPV17L
1559167_x_at,MPV17L
,MPV17L
1562885_at,LINC02287
,UBE2CP4
,
1558697_a_at,MARF1
202386_s_at,MARF1
,MARF1
211141_s_at,CNOT3
203239_s_at,CNOT3
229143_at,CNOT3
243955_at,SMIM34B
,SMIM34B
236407_at,KCNE1B
208514_at,KCNE1B
,CCNB3P1
1554078_s_at,DNAJA3
205963_s_at,DNAJA3
,DNAJA3
232018_at,LENG1
219415_at,TTYH1
,TTYH1
,SNRPEP9
204697_s_at,CHGA
,CHGA
206348_s_at,PDK3
206347_at,PDK3
221957_at,PDK3
230085_at,PDK3
228959_at,PDK3
,PDK3
212736_at,BMERB1
,BMERB1
1552605_s_at,
1552604_at,
,PAXBP1
,FAM86GP
207729_at,CDH9
,CDH9
1557710_at,
226403_at,TMC4
,TMC4
,RPS3AP39
,LINC02213
1561252_at,
204086_at,PRAME
,PRAME
,RPS24P14
,OR2AG2
1557710_at,SNRPCP5
234392_at,HIST1H4PS1
,OR2AG1
218930_s_at,TMEM106B
222787_s_at,TMEM106B
226529_at,TMEM106B
,TMEM106B
233368_s_at,DNAJC27
223504_at,DNAJC27
227859_at,DNAJC27
223505_s_at,DNAJC27
,DNAJC27
220139_at,
1561171_a_at,GOLGA6L22
1561170_at,GOLGA6L22
232562_at,OTUD7A
230783_at,OTUD7A
1553351_at,OTUD7A
1560399_a_at,OTUD7A
,OTUD7A
1557782_s_at,C21orf62-AS1
1559755_at,C21orf62-AS1
,C21orf62-AS1
215531_s_at,GABRA5
206456_at,GABRA5
217280_x_at,GABRA5
243921_at,
,IAH1
225908_at,IAH1
230621_at,IAH1
,CRYZP1
232278_s_at,
,FDPSP4
1554480_a_at,ARMC10
223328_at,ARMC10
,ARMC10
,DNAJC27-AS1
239325_at,DNAJC27-AS1
,NECAP1P1
,PURPL
1557765_at,PURPL
202702_at,TRIM26
,TRIM26
,GOLGA5P1
211795_s_at,FYB1
211794_at,FYB1
205285_s_at,FYB1
227266_s_at,FYB1
,FYB1
220543_at,C21orf62
221343_at,OR11A1
223923_at,
221339_at,OR10C1
242635_s_at,NAPEPLD
242229_at,NAPEPLD
,NAPEPLD
238722_x_at,NAPEPLD
226041_at,NAPEPLD
233539_at,NAPEPLD
209237_s_at,SLC23A2
211572_s_at,SLC23A2
209236_at,SLC23A2
,SLC23A2
1554692_at,SLC23A2
211199_s_at,
213450_s_at,
211198_s_at,
211197_s_at,
234840_s_at,OR5V1
,OR12D1
221431_s_at,OR12D3
,PAIP1P1
229724_at,GABRB3
227830_at,GABRB3
227690_at,GABRB3
205850_s_at,GABRB3
,GABRB3
1561316_at,GABRB3
1569689_s_at,GABRB3
221344_at,OR12D2
,OR6A2
205745_x_at,ADAM17
205746_s_at,ADAM17
213532_at,ADAM17
,ADAM17
220384_at,NME8
,NME8
220497_at,ZNF214
243457_s_at,ZNF214
243456_at,ZNF214
210667_s_at,
202217_at,
,GATD3B
210667_s_at,GATD3B
202217_at,GATD3B
1565604_at,GATD3B
,OR2D3
204981_at,SLC22A18
,SLC22A18
,ZNF215
220214_at,ZNF215
1555510_at,ZNF215
,LINC02103
,GPR141BP
216553_x_at,
1555404_a_at,DUOXA1
1554648_a_at,DUOXA1
,DUOXA1
204052_s_at,SFRP4
204051_s_at,SFRP4
,SFRP4
1555651_at,OR10A5
,OR2D2
,LSP1P3
1555655_at,OR10A4
244785_at,LINC02109
,LINC02109
1555655_at,OR10A2
,OR10A2
,EPDR1
223253_at,EPDR1
209336_at,
,SUMO2P13
206097_at,SLC22A18AS
207611_at,HIST1H2BL
203420_at,FAM8A1
208583_x_at,HIST1H2AI
214542_x_at,HIST1H2AI
,HERC2P7
1556794_at,
,HNRNPLP2
206110_at,HIST1H3H
,GPR141
,SUCLG2P4
203624_at,AKAP17A
210269_s_at,AKAP17A
228447_at,AKAP17A
241790_at,AK3P3
214534_at,HIST1H1B
,KLHL7
220238_s_at,KLHL7
223250_at,KLHL7
220239_at,KLHL7
214554_at,HIST1H2AL
1562226_at,VWDE
239552_at,VWDE
,VWDE
210751_s_at,RGN
,RGN
214463_x_at,HIST1H4K
208580_x_at,HIST1H4K
1563524_a_at,ITPK1-AS1
214509_at,HIST1H3I
210740_s_at,ITPK1
210197_at,ITPK1
,ITPK1
214644_at,HIST1H2AK
216337_at,
,HIST1H2BPS2
231598_x_at,
221419_s_at,
211074_at,
208515_at,HIST1H2BM
227860_at,CPXM1
220673_s_at,PPP4R4
233002_at,PPP4R4
220672_at,PPP4R4
214481_at,HIST1H2AM
214463_x_at,HIST1H4J
208580_x_at,HIST1H4J
214646_at,HIST1H3J
214562_at,HIST1H4L
208583_x_at,HIST1H2AJ
214542_x_at,HIST1H2AJ
207226_at,HIST1H2BN
214554_at,HIST1H2BN
228922_at,SHF
,SHF
,ITPRID1
234027_at,ITPRID1
231653_at,ITPRID1
,IGLV2-34
,HERC2P2
217317_s_at,HERC2P2
211297_s_at,CDK7
,CDK7
,CGREF1
205937_at,CGREF1
,IGLV2-33
1558630_at,DLGAP4-AS1
,DLGAP4-AS1
,OR7E117P
,FSCN1P1
236801_at,
230615_at,DUOXA2
223206_s_at,NMRAL1
231271_x_at,NMRAL1
,NMRAL1
1556986_at,OR2H1
1567657_at,OR2H1
1556987_s_at,OR2H1
216817_s_at,OR2H1
,OR2H1
244149_at,MYL9
201058_s_at,MYL9
215288_at,TRPC2
,IGLV3-32
,IGLV3-31
,IGLV3-30
241420_at,
205175_s_at,KHK
211028_s_at,KHK
204163_at,KHK
,KHK
,MRPS16P3
219727_at,DUOX2
,DUOX2
218441_s_at,RPAP1
,RPAP1
202572_s_at,DLGAP4
202570_s_at,DLGAP4
202571_s_at,DLGAP4
,DLGAP4
,IGHV1OR15-9
220626_at,SERPINA10
,SLC20A1P3
209179_s_at,MBOAT7
211037_s_at,MBOAT7
,MBOAT7
204703_at,IFT88
,IFT88
52940_at,SIGIRR
218921_at,SIGIRR
227393_at,SIGIRR
,SIGIRR
219597_s_at,DUOX1
,DUOX1
1565795_at,DUOX1
215800_at,DUOX1
218121_at,HMOX2
218120_s_at,HMOX2
,HMOX2
1567656_at,UBDP1
,MAS1LP1
,IGHV1OR15-2
234820_at,MAS1L
206763_at,FKBP6
,FKBP6
,RPS17P1
,LINC02829
,IGHV3OR15-7
231571_at,LINC01015
,LINC01015
,IGHD5OR15-5A
214540_at,HIST1H2BO
,IGHD4OR15-4A
,GPR53P
,LINC02634
216408_at,OR2B2
,SLC25A51P1
,IGHD3OR15-3A
,ADH5P4
220231_at,PPP1R17
,PPP1R17
,IGHD2OR15-2A
,ANKRD33B-AS1
203156_at,AKAP11
,IGHD1OR15-1A
,ANKRD33B
231963_at,ANKRD33B
,FAM30B
212508_at,MOAP1
,OR2I1P
,ELOCP2
,CCNY
224652_at,CCNY
224649_x_at,CCNY
224651_at,CCNY
224647_at,CCNY
1556319_at,TRIM44
217760_at,TRIM44
217759_at,TRIM44
,TRIM44
,OR2W6P
220478_at,APOL5
242930_at,
216522_at,OR2B6
,RPL12P6
209450_at,OSGEP
,OSGEP
218836_at,TRIM39-RPP21
,RPSAP68
232404_at,SHROOM4
243172_at,SHROOM4
244825_at,SHROOM4
,SHROOM4
,HCG17
,SLC35E1P1
,LINC01666
,BCAR1P1
,TRIM39
222732_at,TRIM39
,GOLGA8IP
1556739_at,GOLGA8IP
206779_s_at,ASMT
210551_s_at,ASMT
,ASMT
,IFNGR2
201642_at,IFNGR2
,YWHABP2
200012_x_at,RPL21P93
1553888_at,LDHAL6A
,LDHAL6A
215929_at,LINC00837
,LINC00837
,LINC01517
1553915_at,LINC01517
1560115_a_at,KIAA1217
231807_at,KIAA1217
,KIAA1217
1562966_at,KIAA1217
1554438_at,KIAA1217
232046_at,KIAA1217
,OR56A7P
208573_s_at,OR2H2
217081_at,OR2H2
,OR52L2P
,OR52X1P
205890_s_at,UBD
231360_at,
1554042_s_at,
201649_at,UBE2L6
1554042_s_at,TMEM239
1554041_at,TMEM239
,SKOR1
,TMEM183AP1
,OR2H5P
,RPL13AP
231360_at,C20orf141
,HNRNPDLP3
224459_at,L2HGDH
224460_s_at,L2HGDH
220089_at,L2HGDH
,L2HGDH
205890_s_at,GABBR1
203146_s_at,GABBR1
,GABBR1
226364_at,HIP1
205426_s_at,HIP1
205425_at,HIP1
,HIP1
1560317_s_at,HIP1
,TSG101
201758_at,TSG101
,SNX18P10
,ANKRD63
,LINC01684
,PLCB2
204046_at,PLCB2
210388_at,PLCB2
206325_at,SERPINA6
,SERPINA6
225182_at,TMEM50B
228001_at,TMEM50B
219600_s_at,TMEM50B
222907_x_at,TMEM50B
,TMEM50B
,RAD23BP2
,TRIM26BP
234116_at,GJD4
,MTCO1P1
218836_at,RPP21
,RPP21
244105_at,WHAMMP3
1557450_s_at,WHAMMP3
213908_at,WHAMMP3
1557261_at,WHAMMP3
1560662_s_at,WHAMMP3
,WHAMMP3
,HNRNPDLP1
1562634_at,LINC01689
224325_at,FZD8
227405_s_at,FZD8
216587_s_at,FZD8
,RPL7P37
,RPS7P13
,PCAT5
,LINC02630
,SERPINA2
208531_at,SERPINA2
,CHCHD2P8
243092_at,PAN3-AS1
1570255_s_at,
1569607_s_at,
1569608_x_at,
207639_at,FZD9
211688_x_at,KIR3DL2
207314_x_at,KIR3DL2
207313_x_at,KIR3DL2
216907_x_at,KIR3DL2
1570424_at,
224927_at,PPP1R18
225592_at,PPP1R18
205693_at,TNNT3
,TNNT3
,HLA-L
,EEF1A1P20
238706_at,TENT2
225761_at,TENT2
,TENT2
1556277_a_at,TENT2
242144_at,TENT2
232975_at,HCG18
,HCG18
225584_at,HCG18
242618_at,HCG18
225577_at,HCG18
1558967_s_at,HCG18
242812_at,HCG18
241846_at,HCG18
216527_at,HCG18
242972_at,HCG18
236510_at,HCG18
222021_x_at,SDHAP2
219150_s_at,ADAP1
90265_at,ADAP1
,ADAP1
231941_s_at,MUC20
243774_at,MUC20
219860_at,LY6G5C
,LY6G5C
218108_at,UBR7
,UBR7
,MTCYBP22
209140_x_at,HLA-B
208729_x_at,HLA-B
211911_x_at,HLA-B
214459_x_at,HLA-B
208812_x_at,HLA-B
,MUC20-OT1
243774_at,MUC20-OT1
231941_s_at,MUC20-OT1
229820_at,MUC20-OT1
1557293_at,MUC20-OT1
222021_x_at,MUC20-OT1
230077_at,MUC20-OT1
215536_at,HLA-DQB2
,HLA-DQB2
217770_at,PIGT
,PIGT
1568986_x_at,PIGT
,MTND6P22
220139_at,DNMT3L
,DNMT3L
211474_s_at,SERPINB6
1556950_s_at,SERPINB6
,SERPINB6
216569_at,FABP3P2
,LINC02341
,MTND5P10
,KRT18P14
1570405_at,
,MTND4P35
228223_at,ZSWIM3
,MTND4LP5
,MTND3P19
,MTCO3P22
,MTATP6P2
,RAC1P9
223273_at,GON7
,LINC01446
211153_s_at,TNFSF11
210643_at,TNFSF11
217131_at,RPS29P28
213246_at,TMEM251
,LINC02536
,BRDTP1
,H3F3AP5
,BMS1P15
221332_at,BMP15
233176_at,
,HMGB1P15
,ELOBP3
,MTCO2P22
238501_at,
,MRPS17P5
,C20orf173
233143_at,C20orf173
1558972_s_at,THEMIS
1558971_at,THEMIS
,THEMIS
,CTBP2P5
211201_at,FSHR
,FSHR
,MTCO1P22
233143_at,
1556445_at,
244287_at,SREK1
235611_at,SREK1
212721_at,SREK1
238781_at,SREK1
,SREK1
1568783_at,SREK1
243361_at,SREK1
226722_at,FAM20C
,FAM20C
234466_at,FAM20C
223607_x_at,ZSWIM1
207387_s_at,
215966_x_at,
215977_x_at,
216316_x_at,
217167_x_at,
1564299_at,
202262_x_at,DDAH2
214909_s_at,DDAH2
215537_x_at,DDAH2
208659_at,DDAH2
218132_s_at,TSEN34
,TSEN34
,LINC01950
,EEF1A1P3
,HLA-T
,PAN3
225563_at,PAN3
,VARS
201797_s_at,VARS
201796_s_at,VARS
231568_at,
,LINC01070
231568_at,CT47A12
,LINC01043
,RPS3AP25
,ATP5MC1P8
,LINC01044
200834_s_at,RPS21
214097_at,RPS21
,RPS21
242184_s_at,
242185_at,
,RPL9P25
234514_at,SRMS
222962_s_at,MCM10
223570_at,MCM10
220651_s_at,MCM10
,MCM10
209111_at,RNF5
219258_at,TIPIN
,TIPIN
,CHEK2P2
,TUBB1P2
212482_at,RMND5A
212478_at,RMND5A
212479_s_at,RMND5A
,RMND5A
1552998_at,DEFB125
38710_at,OTUB1
201245_s_at,OTUB1
201246_s_at,OTUB1
,OTUB1
1555694_a_at,KCNIP3
228269_x_at,KCNIP3
231774_at,KCNIP3
234198_at,KCNIP3
,KCNIP3
1569355_at,KCNIP3
,MUC4
1561785_at,MUC4
231568_at,CT47A11
230514_s_at,LYZL1
233973_at,LYZL1
,ATP5PBP2
31845_at,ELF4
203490_at,ELF4
,ELF4
202636_at,RNF103
1568665_at,RNF103
,RNF103
221414_s_at,DEFB126
233166_at,DEFB126
231568_at,CT47A10
1561445_at,
,MED6P1
215812_s_at,SLC6A8
213843_x_at,SLC6A8
202219_at,SLC6A8
210854_x_at,SLC6A8
,SLC6A8
,GRPEL2P3
236255_at,PLEKHG4B
230671_at,PLEKHG4B
230441_at,PLEKHG4B
,PLEKHG4B
211049_at,TLX2
207410_s_at,TLX2
,TLX2
220559_at,EN1
219150_s_at,COX19
90265_at,COX19
231831_at,COX19
235533_at,COX19
,COX19
,NOL4L-DT
230955_s_at,NOL4L
225224_at,NOL4L
234031_at,NOL4L
230954_at,NOL4L
,NOL4L
1558679_at,NOL4L
216490_x_at,RPLP2P1
208445_s_at,BAZ1B
213336_at,BAZ1B
,BAZ1B
,OR2W4P
201700_at,CCND3
,CCND3
,IQCB2P
,IGHVII-65-1
,LINC02513
,TRBV7-5
220978_at,KRTAP1-3
234880_x_at,KRTAP1-3
1553523_at,NLRP14
,IGHV3-66
,TRBV5-5
1552456_a_at,MBD3L5
,IGHV1-67
,SLC20A1P1
,IGHVII-67-1
218800_at,SRD5A3
243444_at,SRD5A3
222750_s_at,SRD5A3
,IGHVIII-67-2
220976_s_at,KRTAP1-1
,IGHVIII-67-3
208739_x_at,SUMO2P1
212664_at,TUBB4A
213476_x_at,TUBB4A
,TUBB4A
200904_at,HLA-E
200905_x_at,HLA-E
217456_x_at,HLA-E
,HLA-E
217186_at,ZNF259P1
217185_s_at,ZNF259P1
234691_at,KRTAP2-1
226815_at,TAMM41
,TAMM41
231568_at,CT47A9
230286_at,SLC6A11
207048_at,SLC6A11
1554724_at,SLC6A11
55662_at,ARMH3
218891_at,ARMH3
1568733_at,ARMH3
,ARMH3
208059_at,CCR8
1552456_a_at,MBD3L4
234772_s_at,
222436_s_at,RNF103-CHMP3
,RNF103-CHMP3
,LDLRAD3
234985_at,LDLRAD3
,LENG8
224673_at,LENG8
1555673_at,KRTAP2-3
1552456_a_at,MBD3L2
222436_s_at,CHMP3
217837_s_at,CHMP3
222437_s_at,CHMP3
,CHMP3
1568615_a_at,SRD5A3-AS1
230512_x_at,SRD5A3-AS1
,SRD5A3-AS1
,AMTN
,EEF1A1P24
231405_at,SPACA7
,SPACA7
,FCF1P8
233343_at,DEFB127
217961_at,SLC25A38
,SLC25A38
,OR1F12
,OR2B7P
1557889_at,
,RPL12P31
,DEFB128
226963_at,BTF3L4P2
218623_at,NSG2
,NSG2
234039_at,TANC1
225308_s_at,TANC1
225063_at,UBL7
,UBL7
1553752_at,SPATA25
,OR2B8P
239157_at,ZSCAN12P1
,DHFRP2
219676_at,ZSCAN16
212913_at,SAPCD1
221406_s_at,SAPCD1
206563_s_at,OPRL1
206564_at,OPRL1
210414_at,FLRT1
,OR2W2P
,ZNF602P
206683_at,ZNF165
210347_s_at,BCL11A
222891_s_at,BCL11A
219498_s_at,BCL11A
219497_s_at,BCL11A
,BCL11A
1559078_at,BCL11A
222841_s_at,TIMM22
229100_s_at,TIMM22
219184_x_at,TIMM22
219188_s_at,MACROD1
,MACROD1
1559731_x_at,MACROD1
217747_s_at,RPS9
1557981_at,RPS9
214317_x_at,RPS9
,RPS9
217444_at,
,FABP7P2
1556401_a_at,
1556400_at,
,RAF1P1
,TRBV6-7
210410_s_at,MSH5-SAPCD1
212913_at,MSH5-SAPCD1
221406_s_at,MSH5-SAPCD1
208837_at,TMED3
242928_at,TMED3
239115_at,TMED3
239613_at,TMED3
,TMED3
212895_s_at,ABR
231400_s_at,ABR
214671_s_at,ABR
,ABR
,KRT18P17
,TRBV7-6
,HNRNPA1P21
1557402_at,
244730_x_at,ZSCAN16-AS1
1557062_at,ZSCAN16-AS1
,ZSCAN16-AS1
,IGHVIII-67-4
,IGHV1-68
,TRBV5-6
,B4GALT1-AS1
206441_s_at,COMMD4
209132_s_at,COMMD4
209133_s_at,COMMD4
,TRBV6-8
204941_s_at,ALDH3B2
204942_s_at,ALDH3B2
,ALDH3B2
220970_s_at,KRTAP2-4
,TRBV7-7
1554589_at,LENG9
201882_x_at,B4GALT1
216627_s_at,B4GALT1
201883_s_at,B4GALT1
211631_x_at,B4GALT1
,LINC01259
,TRBV5-7
,KRTAP2-5P
,TRBV7-9
,LINC01258
205684_s_at,DENND4C
,DENND4C
226867_at,DENND4C
234968_at,DENND4C
212952_at,
214316_x_at,
,LINC02569
,LINC02278
,CALR
212953_x_at,CALR
214315_x_at,CALR
200935_at,CALR
,TRBV13
216786_at,FAM224B
235941_s_at,FAM224B
,TRBV10-3
,ZMYND11
1554159_a_at,ZMYND11
202137_s_at,ZMYND11
1554158_at,ZMYND11
202136_at,ZMYND11
,CLUHP1
229411_at,PNCK
,PNCK
,PDCD6IPP1
,TRBV11-3
,TAF9P1
,TRBV12-3
207040_s_at,ST13P13
215081_at,MINAR1
,TRBV12-4
201055_s_at,HNRNPA0
201054_at,HNRNPA0
229083_at,HNRNPA0
205819_at,MARCO
,MARCO
216574_s_at,RPEL1
228972_at,PITPNA-AS1
,GSTM3P2
223161_at,DENND11
227502_at,DENND11
223162_s_at,DENND11
,GUCY2EP
,TRBV12-5
235512_at,CDKL1
207766_at,CDKL1
1555286_at,CDKL1
,CDKL1
,IL15RA
207375_s_at,IL15RA
,TRBV14
201191_at,PITPNA
201190_s_at,PITPNA
201192_s_at,PITPNA
,PITPNA
,TRBV15
1562396_at,
201119_s_at,COX8A
,CDY5P
,LINC02321
,TXNP7
217060_at,TRBV16
203118_at,PCSK7
,PCSK7
232521_at,PCSK7
,TRBV17
204465_s_at,INA
,PNLIPRP1
210722_at,PNLIPRP1
206694_at,PNLIPRP1
238180_at,
227502_at,
223162_s_at,
,AGK
218568_at,AGK
222132_s_at,AGK
240915_at,IGHV1-69
211634_x_at,IGHV1-69
211635_x_at,IGHV1-69
226654_at,MUC12
231814_at,MUC12
,KCTD9P1
1561271_at,CCDC144CP
,CCDC144CP
1557366_at,CCDC144CP
,AKR1B1P3
,PROC
206259_at,PROC
224178_s_at,SOX6
227497_at,SOX6
228214_at,SOX6
223865_at,SOX6
227498_at,SOX6
,SOX6
1563454_at,SOX6
1570486_at,SOX6
221358_at,NPBWR2
206805_at,SEMA3A
244163_at,SEMA3A
,SEMA3A
206958_s_at,UPF3AP2
214323_s_at,UPF3AP2
,ACTG1P24
