,SKM_old_train_01,SKM_old_train_02,SKM_old_train_03,SKM_old_train_04,SKM_old_train_05,SKM_old_train_06,SKM_old_train_07,SKM_old_train_08,SKM_old_train_09,SKM_old_train_10,SKM_old_train_11,SKM_old_train_12,SKM_old_untr_01,SKM_old_untr_02,SKM_old_untr_03,SKM_old_untr_04,SKM_old_untr_05,SKM_old_untr_06,SKM_old_untr_07,SKM_old_untr_08,SKM_old_untr_09,SKM_old_untr_10,SKM_old_untr_11,SKM_old_untr_12
OMPDC,,,,,,,,,,,,,,,,,,,,,,,,
OPAHir,,,,,,,,,,,,,,,,,,,,,,,,
ORETNF,,,,,,,,,,,,,,,,,,,,,,,,
ORETNF2,,,,,,,,,,,,,,,,,,,,,,,,
ORNDC,84.41432626062442,82.86997436877901,31.17524395941922,46.982701550141506,81.91232828942181,81.1999467519064,62.5165717602242,38.024154601268286,71.19315222657377,38.05026041060189,43.986579275654776,50.888878114924495,35.85475991108423,54.48289564000662,45.93191414420058,60.505154401090515,29.181103425553093,36.61178835430612,41.20193667166486,50.88570879023215,83.84171303908171,31.310495680141635,75.4523072505083,39.402596473789075
ORNTArm,-234.37413362911596,-382.0243725695055,-451.52540915478073,-283.9338122747301,-337.79313442932806,-247.5381436532204,-260.1454856253906,-224.4344826413731,-174.97074328875317,-284.13464213151667,-184.6236190416297,-285.49554081975594,-158.65141228264278,-476.8667789915508,-394.6683555649864,-288.8633309610895,-265.8681793752521,-294.61163265638976,-136.74062918876206,-284.6596361002968,-180.61944395214263,-362.2340046779662,-223.0910675771007,-398.6104597767774
ORPT,,,,,,,,,,,,,,,,,,,,,,,,
P45011A1m,,,,,,,,,,,,,,,,,,,,,,,,
P45011B11m,,,,,,,,,,,,,,,,,,,,,,,,
P45011B12m,,,,,,,,,,,,,,,,,,,,,,,,
P45011B21m,,,,,,,,,,,,,,,,,,,,,,,,
P45017A1r,,,,,,,,,,,,,,,,,,,,,,,,
P45017A2r,,,,,,,,,,,,,,,,,,,,,,,,
P45017A3r,,,,,,,,,,,,,,,,,,,,,,,,
P45017A4r,,,,,,,,,,,,,,,,,,,,,,,,
P45019A1r,,,,,,,,,,,,,,,,,,,,,,,,
P45019A2r,,,,,,,,,,,,,,,,,,,,,,,,
P4501B1r,,,,,,,,,,,,,,,,,,,,,,,,
P45021A1r,,,,,,,,,,,,,,,,,,,,,,,,
P45021A2r,,,,,,,,,,,,,,,,,,,,,,,,
P45027A11m,0.9870129705891579,0.994611514431205,0.9621259879532497,0.675782113446186,2.1995029520949227,0.9487328712179994,0.755832847055938,0.8863516626690487,2.746767922975433,1.4981932272634244,1.15244418273782,1.0359663786537192,0.9275581540607675,0.5545342244191729,1.737735660757808,1.6559598885276974,1.0750281778062658,1.3128904605202907,0.9314781751938054,1.2052889415039538,1.2477791751217477,1.2868373034984117,0.8872037063287885,2.2303989411411176
P45027A12m,607.0379877944347,411.25338716350257,650.1550146316873,493.14881137037247,261.06692854594945,234.96064466793143,464.7932250762828,587.0355357487749,525.872957164861,253.08041733491976,259.55610547372873,593.8531991451401,359.08165823195804,152.43751020258028,781.7620191485644,455.3642386909089,451.42580576096395,400.130470828041,582.2423230917238,403.725111110495,465.8079160184101,554.8005987591348,420.2795796238702,326.2094941679618
P45027A13m,8.822413192354688,15.124546739001842,23.522781789537984,11.712770004911526,17.92080250752181,11.855995322831959,5.559083684310126,16.497423228976285,22.700068899801018,15.736644845703145,13.437913761147495,12.427342012816597,11.147027650789736,17.940138827988836,9.18896341960556,9.742086010735134,14.785064346523205,9.03883210854954,24.978294536073573,34.99605807712667,11.58463831882739,6.1924501803368885,18.048940045442055,14.954670952747836
P45027A14m,0.49505267225827754,1.7013102194249798,0.5221449857110593,0.9912941883848007,0.4682043065586321,0.8380822442891119,1.086027051656801,1.4605082717907167,0.9218677094408781,1.036085731352716,1.0923723434218697,0.6313980027848137,0.4505318101280246,0.6445858891954526,1.0529064341896013,1.1817571718056759,1.166385031411737,0.8636873477720374,0.9082235699105156,0.8017537035941505,0.9134418233837815,0.7338824911189925,1.1138906657007404,2.772419803393044
P45027A15m,3.6640210696983826,3.093151524348822,6.6153633827814895,4.855525376225553,2.907845288292337,33.110396636582344,10.290638987801705,13.566470909033246,1.9500282384899719,3.2584385600385777,8.660416880734257,34.26417607213046,5.598913106746252,3.524971400152166,3.689477767735335,6.602821789946369,5.3925118293308865,3.1702916568083395,8.263528133832818,4.931862448795246,7.498529735223934,3.9183722993702617,4.600578804802422,4.772582302373944
P45027A16m,52.18311887167895,15.763126804665712,77.16367845593942,11.693989425286597,37.22068664508898,52.61570510078931,28.737597994058255,27.092567687520994,27.543293778798287,42.36134546651846,24.667508384352626,52.63034339201264,109.69272439471104,57.521305761654446,18.44356733297464,26.844416778843375,25.748665312465718,64.60419217724491,14.445450493155553,40.399015923254034,50.717238970079954,28.167373341954207,41.8255057872015,16.291950922214085
P45027A1m,4.126591259384379,6.823670667971603,3.7667006935829535,4.7945092567395555,3.8358284162948646,4.801497256645295,4.678339734321762,5.129381927947384,6.356862227111222,5.478457578271793,4.69097473506019,3.4046621042499368,3.8319963955208713,4.108548432238539,5.084814706149586,5.309136090691188,3.9356651813429653,4.63674891586536,4.059406963527673,3.5999648393945534,4.136348057105871,3.8721901582130687,4.8155067527363995,6.353006955840245
P4502A6,,,,,,,,,,,,,,,,,,,,,,,,
P4502C18,,,,,,,,,,,,,,,,,,,,,,,,
P4502C19,,,,,,,,,,,,,,,,,,,,,,,,
P4502C8,,,,,,,,,,,,,,,,,,,,,,,,
P4502C9,,,,,,,,,,,,,,,,,,,,,,,,
P4502C92,,,,,,,,,,,,,,,,,,,,,,,,
P4502C93,,,,,,,,,,,,,,,,,,,,,,,,
P4502C94,,,,,,,,,,,,,,,,,,,,,,,,
P4502D6,,,,,,,,,,,,,,,,,,,,,,,,
P4502E1,,,,,,,,,,,,,,,,,,,,,,,,
P4502F1,,,,,,,,,,,,,,,,,,,,,,,,
P45039A1r,,,,,,,,,,,,,,,,,,,,,,,,
P4503A43r,,,,,,,,,,,,,,,,,,,,,,,,
P4503A5,,,,,,,,,,,,,,,,,,,,,,,,
P4503A7r,,,,,,,,,,,,,,,,,,,,,,,,
P45046A1r,,,,,,,,,,,,,,,,,,,,,,,,
P4504B1r,,,,,,,,,,,,,,,,,,,,,,,,
P4504F121r,,,,,,,,,,,,,,,,,,,,,,,,
P4504F122r,,,,,,,,,,,,,,,,,,,,,,,,
P4504F123r,,,,,,,,,,,,,,,,,,,,,,,,
P4504F81r,,,,,,,,,,,,,,,,,,,,,,,,
P4507A1r,,,,,,,,,,,,,,,,,,,,,,,,
P4507B11r,,,,,,,,,,,,,,,,,,,,,,,,
P4507B12r,0.799928534513088,2.1090543092277376,0.6178005971420164,1.1019170765379385,1.1681211576413557,1.768132657797135,0.9057878344787148,0.7731452419183441,0.8283253350444417,1.383793294365691,1.1038434261581347,0.6168109987699577,0.885001704453394,0.7049236658781675,1.2577993127959555,0.7589901771036143,0.7129617614415021,1.0429445736941598,0.9500591489619169,0.7119555161979363,0.5644841827734347,0.9876346461555859,0.9920086429144059,0.5913916657311189
P4508B11r,,,,,,,,,,,,,,,,,,,,,,,,
P4508B13r,2.8316100526130326,3.013306139318613,2.626755110729907,2.7012979918168214,2.1995029520949223,2.1952823545590223,2.6865248481861053,2.8957284142384307,4.606669182626146,3.05857855255333,2.4947589654797624,2.1564531026951332,2.4964628809394465,2.7590388771648944,2.774108959163911,3.368388741781949,2.0563183884896046,2.7301169943990833,2.2011242446552575,2.0862556196024755,2.658422050948606,2.150673020938507,2.709607444121299,2.9891954867160466
P450LTB4r,58.48848341844279,40.215526544997886,46.806761545987854,54.73062411216622,48.90407022725786,48.04684166443961,50.12894866503785,39.34291703051492,55.85904808429389,51.16436300678784,37.278601628202004,21.300592208371025,36.43866682244086,21.256749282222,4.20911309053673,36.937813733801164,10.710755348777262,27.65096009097782,50.71014456175281,38.479361834026,49.779167920446454,42.34213925127098,32.95350188809106,26.25009766400188
P450SCC1m,,,,,,,,,,,,,,,,,,,,,,,,
P5CDm,258.69029418134136,186.77599514772785,196.74757275872946,127.09774361671833,308.3322669243876,203.0507794522164,195.8012729570024,362.5811893987619,288.4088231829199,213.75075111204995,195.7646231003351,221.6512153097555,357.21090859626077,147.8972403941399,220.52834212619146,288.59520789015943,245.1828870532128,290.60206834466356,306.3560370262824,221.19553595065412,459.51444298682236,258.5227094223382,275.1473455272946,258.83250190858473
P5CRm,185.1708342133329,214.23260816009895,107.23760678729171,154.15289544799109,215.48767620645376,167.59672561347003,357.26793882323227,236.5587170725511,207.4997930744132,146.36615137453379,241.90804591957746,257.74011569975346,262.7770016161797,189.75319599069323,255.13643865242113,279.9106998210317,297.46824037073947,268.7048594624377,354.97663105665833,208.5598468618251,260.2183437017292,154.65020314978167,330.9142493752267,244.35225428120063
PACCOAL,8.55656668338603,6.198319365809059,6.696354502340933,7.639971247259106,18.87541668555726,7.128241253608061,10.112320842485813,9.104731368892713,6.029487154357782,21.003151346663135,9.688051949157018,10.458552789327205,12.224408043839025,14.516708328102087,10.508757870811325,19.232260018935776,13.705805432984251,21.155276529089484,7.926216041342138,10.149122959846062,11.223870988340877,5.732117598167435,7.072435821342263,8.184921632089129
PAFH,,,,,,,,,,,,,,,,,17.417368645610754,,,,,,,
PAFHe,,,,,,,,,,,,,,,,,,,,,,,,
PAFS,,,,,,,,,,,,,,,,,17.41736864561077,,,,,,,
PAN4PP,,,,,,,,,,,,,,,,,,,,,,,,
PCHOLP_hs,513.0428160320815,297.09183839847765,285.57828834841,320.789100023163,224.42716345878958,514.7691847931,493.52108424995043,550.8775585656965,241.9949047400849,442.8849732018071,533.3476230146903,545.0922736756879,297.7550454198963,246.72550068749752,343.6827548852176,420.0187103621536,216.12042275037618,325.05439995153847,595.5224621539771,518.6252969896321,474.90858037978506,408.9008429136014,322.9363517117923,432.40530066808236
PCHOLPg_hs,,,,,,,,,,,,,,,,,,,,,,,,
PCHOLPm_hs,14.355988975085989,13.100324124735863,20.707676942283513,21.406681426510094,30.429547399105818,20.07179985653671,14.368718201113623,23.900399663377108,12.461541221111302,39.93967330825921,18.782927850155886,16.99718683261955,31.139617978908458,,12.243500394195676,12.297419143132142,10.945287027486957,25.307031207350448,19.69731470470637,25.224686056411514,24.15349971227497,22.116444743974565,26.517893484592204,14.649979075442113
PCHOLPr_hs,,,,,,,,,,,,,,,,,,,,,,,,
PCLAD,,,,,,,,,,,,,,,,,,,,,,,,
PCLYSOX,,,,,,,,,,,,,,,,,,,,,,,,
PCm,103.47938431742621,136.1179851417251,148.24057064679894,177.9349446787676,185.8023025582426,110.51124418319425,162.39893710699414,94.09100602759082,140.18202207389433,222.25975955143525,175.14571018947342,143.78163934173674,207.69107118410975,153.02787231060043,128.55599230619342,175.26537547084237,161.51315375740322,142.4401416182599,136.9888595832888,127.13505129602476,187.70047273029402,120.98276811912862,167.73191930198303,121.28177170347385
PDE1,5.257802438829181,5.38207068818069,3.271572259186041,4.896703129367444,3.7213928400011564,8.116293117883028,2.517917921672674,4.078973928687963,5.411840632538595,5.468746387647819,4.173016304612697,4.948181944424545,4.801978557663744,6.445672945912183,3.383833046036645,7.934083274174091,3.592206974794777,4.155736811458506,10.12836027522454,3.5134488242452155,4.7666769652051055,2.5778841924114477,4.083661396123196,5.223132384935435
PDE1g,,,,,,,,,,,,,,,,,,,,,,,,
PDE4,11.391566702394169,,,8.17941359532791,10.995063407508049,,8.858006602227684,4.564862036822683,3.0266356865551836,8.981848022742174,4.300830987073767,14.16949491827784,10.12270153041033,,11.058758585121442,5.21488478507202,10.945141288261713,,,14.675935992445092,5.528300478384579,6.437015255473263,7.481133926626138,5.6076838803463795
PDE4g,,,,,,,,,,,,,,,,,,,,,,,,
PDE4n,,,,,,,,,,,,,,,,,,,,,,,,
PDHm,67.48247975141473,51.40666964183573,40.61152660811493,89.5480431484204,135.95576387948785,96.99985002377991,139.83106984481216,142.37116337705223,117.41108660028448,100.57600190347708,108.88564291606356,108.68446543557151,75.84081887317508,66.38048474953078,79.26234443847113,86.2165674007479,81.1436341064319,70.11908100777504,77.85435422781006,151.22489046560415,116.76098774330943,102.69861309755413,125.28192678375174,80.2397506730077
PDX5PO,35.28203693830527,25.481277692503223,26.979084033060545,25.993752192007562,15.257574759110248,31.799778814289553,35.98879917700598,30.01202379827848,9.361865510273454,29.15677072422793,18.08744365749724,20.631161978907,29.26405317972773,37.847001285694844,22.429718624920195,19.947130391931484,18.767705909310436,28.436661162187182,20.727746874107257,16.147744735077673,21.153251711322163,47.82580181845508,40.38505733458808,33.62002030524457
PDXPP,,,,,,,,,,,,,,,,,,,,,,,,
PEAMNO,8.556566683386093,6.198319365809085,6.696354502341007,7.639971247259145,18.875416685558537,7.128241253608279,10.112320842485845,9.10473136889301,6.029487154357774,21.00315134666313,9.688051949156932,10.45855278932721,12.224408043838821,14.516708328102458,10.508757870811323,19.23226001893568,13.705805432984256,21.155276529089623,7.926216041342135,10.149122959846098,11.223870988340837,5.732117598167444,7.072435821342262,8.184921632088557
PECGONCOATr,,,,,,,,,,,,,,,,,,,,,,,,
PEPCK,,,,,,,,,,,,,,,,,,,,,,,,
PEPCKm,,,,,,,,,,,,,,,,,,,,,,,,
PETHCT,,,,,,,,,,,,,,,,,,,,,,,,
PETOHMm_hs,14.355988975086024,13.100324124735712,20.7076769422835,21.40668142651009,30.42954739910584,20.071799856536682,14.36871820111391,23.900399663377094,12.46154122111128,39.93967330825921,18.782927850155865,16.99718683261958,31.139617978908493,,12.243500394195713,12.29741914313243,34.802474470250296,25.30703120735048,19.697314704706407,25.224686056411553,24.15349971227494,22.11644474397598,26.517893484592246,14.649979075442092
PETOHMr_hs,,,,,,,,,,,,,,,,,32.4785263416693,,,,,,,
PFK,377.0719703416569,411.338446578981,565.3737208764552,571.2918933268645,438.7599040277733,491.57089973115137,412.17967960809045,281.48631588924326,318.7432610952716,566.7417962054665,435.8066491638446,570.5172290560703,501.01975924965535,494.3401843273639,440.1332686686386,378.98967994162297,296.2825311907512,574.8728090009312,502.8422439980681,343.6586098284367,329.10159850501174,484.6307023957887,443.0625997824907,292.1071869716787
PFK26,3.564289306565591,5.685071086556001,5.302746360721478,6.691476906706658,3.0010885707977755,3.233408424427953,3.007044559833137,5.121815105896896,4.931132082219843,3.6767554005506256,5.639812910640428,3.8221148222064496,3.6403596029858734,4.243536945458303,3.806485476525257,5.494604109899726,4.79667807011528,2.8604683588815507,8.645191580756775,9.762301889754706,3.1786907388778953,6.3764771299237335,7.08175225073993,3.864456018868282
PGCD,,93.22227311058779,,,96.71561253848972,62.773284452771115,,130.8512917231448,90.62552182727296,,,,,48.31509186202743,123.10520970952764,,83.87254123906952,59.12351656296472,,95.47480853477899,95.29496775849617,,,63.29081352973615
PGDI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGDIr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGESr,,,0.0,0.0,,,,,,,,,,0.0,0.0,,0.0,,,,,,,0.0
PGI,-161.87189022465546,-168.35167418900204,-138.6356366204215,-122.43045061396364,-125.49515021193086,-150.6680542104979,-93.54601452256355,-142.81034468612182,-85.46244601103236,-42.75946594048493,-107.015367803853,-155.216939741299,-152.60972031361237,-77.89000725999553,-162.46945316340756,-116.26377870130051,-195.11942376068643,-77.39898760469057,-142.26601236716678,-238.3259404073448,-83.68008531866082,-185.08049124962065,-85.35238917203714,-121.1932459870152
PGISr,,,,0.0,,,,0.0,,0.0,,,,,,0.0,0.0,,0.0,0.0,,,0.0,
PGK,-916.4106643438871,-916.1594612270272,-925.7490980477686,-923.1075707002675,-837.4415659485056,-930.8879169646829,-917.9408401159365,-942.5127064238582,-950.1304679495391,-898.1837039632705,-913.1399038160873,-892.0351724538691,-918.3475692581986,-942.0765874208107,-938.7764405357026,-900.3820141197286,-954.443260071484,-941.371422721989,-893.0554090758004,-926.3543243522154,-948.5119219473333,-857.2848460271388,-857.8126029755196,-929.4129647731116
PGL,,,,,,,,,,,,,,,,,,,,,,,,
PGLer,64.53917599527294,47.31391156811018,47.10074366863161,,88.99642656569434,69.56459957281733,53.80213615769395,42.43343633943806,65.19534136140075,,42.958118955168565,77.85532302059526,,50.73835097704979,34.36932550979035,42.31857180213032,,,74.19982847856348,83.53471058820097,60.277264129907586,96.1554652954456,28.265789978282292,78.42479530572199
PGLYCP,,,,,,,,,,,,,,,,,,,,,,,,
PGM,-957.3987606537231,-870.154028907762,-956.0510082930301,-961.5360835109234,-873.5299734340364,-922.7466292175737,-954.0119278174169,-882.2237992220811,-896.5148544007974,-940.9830504512177,-950.4445964268245,-938.3271932527522,-942.7542229309709,-936.6795881146995,-880.1227100227562,-941.4211395486284,-932.1046732984186,-916.0733999203243,-948.1729292260667,-906.4897639927874,-952.1601148313048,-938.0874160235019,-906.353534887079,-913.6257931359906
PGMT,-276.51628253018845,-210.7419849134057,-259.77378051296404,-222.73829832488627,-181.09880035136806,-218.55436298182562,-166.5499814624422,-246.04409088248445,-125.32184209820876,-134.6296010137726,-154.69252712924842,-261.90938357479587,-288.91571160730405,-283.02563884784644,-228.704951684403,-270.8170816278504,-275.9063394693675,-235.3107500689809,-245.26297061212722,-291.5753817702224,-117.20572711262692,-265.7217047403541,-130.05369228186126,-193.0691520087227
PGPP_hs,13.31036950200197,21.728219623596992,22.837933984394496,34.770732390633896,16.116795634978434,21.274218015510044,14.512367440930799,37.654857996928186,37.91038147188036,41.18156882236546,55.90622741028254,14.318809366634538,15.581933838955974,13.446255179899003,54.718278060302154,17.379956923506107,10.848683460519085,25.158491719882687,20.176201543815452,26.977482687737023,53.5706463635769,17.51154841550004,20.198420919039663,19.08228507328741
PGPPT,13.310369502001974,21.72821962359697,22.837933984394496,34.77073239063389,16.116795634978242,21.274218015510133,14.5123674409309,37.654857996928435,37.91038147188027,41.18156882236554,55.90622741028245,14.318809366634538,15.58193383895604,13.446255179898936,54.71827806030239,17.379956923505883,10.848683460519087,25.158491719882665,20.17620154381545,26.977482687737027,53.57064636357696,17.511548415500418,20.198420919039606,19.08228507328741
PGS,,,,,,,,,,,,,,,,,,,,,,,,
PGSr,,,,,,,,,,,,,,,,,,,,,,,,
PHACCOAGLNAC,8.556566683386079,6.198319365809106,6.69635450234096,7.639971247259094,18.87541668555858,7.128241253608057,10.112320842485813,9.104731368892717,6.029487154357821,21.003151346663106,9.688051949156982,10.458552789327205,12.224408043839023,14.516708328102473,10.508757870811325,19.23226001893573,13.705805432984251,21.155276529089402,7.926216041342138,10.149122959846004,11.223870988340863,5.732117598167195,7.07243582134215,8.184921632088669
PHCDm,85.48920506380917,52.928311245653816,94.01391994090771,88.73915725227619,62.65360388133437,40.787497252966375,35.26633906667797,35.68559415714637,47.55553813209449,48.759694564165606,105.35961988206701,65.25854731831701,47.22365713566198,42.06799769690211,104.3387211243493,58.832918019478676,52.397065998508346,83.73001911793298,105.86379730941661,79.59224681500187,35.49028632217954,82.49934764775831,124.09452104545271,30.892086431294057
PHCHGSm,,,,,,,,,,,,,,,,,,,,,,,,
PHETA1,0.0,0.0,0.0,0.0,0.0,0.0,6.4219478982715046e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.422641109026985e-18,0.0,0.0,0.0,0.0,0.0,0.0
PHETA1m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHETHPTOX2,78.56934255938036,61.32003701214788,86.6183817152771,34.422144641241445,120.92762480260971,89.29177965020503,55.944310160924026,43.2365967354025,46.82159578903417,65.43582533780503,63.905517065054305,50.73029584150935,56.02774087954603,49.17304073689986,58.23649714107891,71.53058850153771,49.671461631220744,277.993651522907,45.79500866521612,68.24582930684774,59.35503175425056,41.95326321293149,115.54346863836003,68.59458427031444
PHYCBOXL,8.556566683386075,6.198319365809085,6.696354502341014,7.63997124725903,18.875416685558598,7.128241253608159,10.112320842485714,9.10473136889301,6.029487154357799,21.00315134666314,9.688051949156932,10.45855278932717,12.224408043838833,14.516708328102062,10.508757870811435,19.23226001893581,13.705805432984256,21.155276529089523,7.926216041342111,10.149122959846107,11.223870988340853,5.732117598167442,7.072435821342254,8.184921632088535
PHYHx,15.105240771260359,9.479140998078336,6.240654681213202,8.255536168887703,6.522530141481442,6.9637726991929725,7.664351454444436,5.681862030837139,7.608366050200474,8.343102651701901,9.168848207706807,6.468664719945509,7.745111850771544,6.591876072794672,10.193647256050276,4.961510466105282,9.572542640855078,10.64064561868381,6.442897555939542,9.704768891858315,14.445575569896102,8.414481054001063,8.849045086369209,13.64485249137516
PI345P3P,17.438509498496874,17.51757754095714,21.89437267651328,16.958543828478835,14.003719344480688,10.484654195191688,13.721696746486394,17.531616592305177,16.106787769208314,15.587793174398762,13.858413839905698,23.760355723567034,11.770531026178398,20.1524343962924,20.782905370917167,28.673370637358715,10.944147550496163,18.84515077061258,19.472145750004227,18.0276959692134,9.834116710261855,21.445501829308956,20.9391090659528,11.839384125358187
PI345P3Pn,14.502742702162973,41.657567174356124,29.806187375009987,18.521271318130044,29.024064210573425,24.552288172864895,54.11303023627953,30.259685565502064,18.935450361973352,19.00777970463073,16.997473123054824,94.78626565543185,100.02573225216013,21.40541537576692,20.878196663627637,17.03605417203666,75.41275151745589,22.13501384640291,64.68131724699437,36.10046361661223,19.728041253417626,31.05309909762956,80.12555163213675,17.88870761503895
PI345P5P,0.41921298326396356,3.9424285799091914,1.0242361257449866,7.9657798386395235,1.9857272505104884,4.1708962369204645,2.4875701760548474,1.2478382802389318,6.713030074558977,0.6151320640797252,8.599633785959156,12.041484973399529,6.455784725480534,2.5500285318342883,1.2636200526846113,2.461465598991559,7.519028537435849,9.131424295760512,6.3229289624964675,9.765347881817139,2.0098235978741803,6.443192505563799,1.0272556298847628,4.706487500046278
PI345P5Pn,,,,,,,,,,,,,,,,,,,,,,,,
PI34P3Pn,,,,,,,,,,,,,,,,,,,,,,,,
PI34P4Pn,,,,,,,,,,,,,,,,,,,,,,,,
PI34P5K,9.97601558299763,13.784917404139536,11.08069722101177,14.981830806534187,10.860127603075071,10.579464499152106,11.971542522756444,9.99157157947393,14.374049905708342,7.928842531970185,14.319428104312962,24.356571377095722,12.847136388613714,14.231239126722404,14.111859950880362,19.99127623226738,14.199814383346968,20.7394665921017,17.448376612934812,18.776777719297783,7.185017397310008,18.688330102301407,10.775099191013307,10.309025098914823
PI34P5Kn,,,,,,,,,,,,,,,,,,,,,,,,
PI3P3Pn,,,,,,,,,,,,,,,,,,,,,,,,
PI3P4K,4.385692109430026,4.783888868147732,7.3611950640438994,4.156572512333389,7.628343847542528,3.3805830942187582,4.9567329401245335,4.584390188042896,4.903751944910279,2.9636725894314453,3.3007049773829946,9.811356061170658,3.1955966973596044,7.770067339508442,9.309247920144456,7.3239809579501784,4.331009934367026,6.085356176394308,7.246505050819195,5.683878309627032,3.562438185016547,7.396739519011998,5.534867348224679,2.944627455277096
PI3P4Kn,,,,,,,,,,,,,,,,,,,,,,,,
PI3P5K,3.6496755148736693,4.822212885342001,5.1420355506975595,5.525204297198929,7.045085890556008,4.917938635300225,3.002659970468182,3.469562579484227,3.486659523799156,4.703533587403734,3.7898805699733216,2.5583490741889174,5.7714619237847895,6.515374589818141,4.795319433025016,3.1337095362481326,4.104002087771282,2.912289142797857,3.2235697928658396,2.6558627709817837,2.6848056676197984,3.8374840240837362,2.6442318370238587,1.7819439670664758
PI45P3K,7.881706898763165,7.675088716726781,11.837911581246576,9.942492860584075,5.129318991916115,4.076085932960073,4.2377243997835246,8.787883293070097,8.44576793805915,8.274082706508363,8.138619521551915,11.445269319870922,5.379179363045328,8.471223801404307,7.934665472721721,11.143560004082468,4.263361704585021,7.237108474271355,8.346698099565833,9.016266131732703,4.658922910825962,9.200364232571294,11.191265504824205,6.236846526489582
PI45P3Kn,14.502742702162964,41.65756717435615,29.806187375010037,18.52127131812993,29.02406421057343,24.552288172864873,54.113030236279535,30.259685565502068,18.93545036197338,19.007779704630753,16.997473123054828,94.78626565543186,100.02573225215991,21.40541537576692,20.878196663627616,17.036054172036753,75.41275151745583,22.135013846402913,64.68131724699437,36.10046361661223,19.728041253417544,31.053099097629566,80.12555163213675,17.88870761503899
PI45P4P,5.49455437076249,4.933614517276744,10.389015704428113,6.257942424546852,11.277363326244513,5.54173445306161,3.965272011870983,3.816284960251877,3.905418506390109,3.374690563653664,7.993991412499619,18.98610787612803,6.681447047426974,8.580568902049663,3.3509155113345366,7.89556772576692,11.58363634557024,7.497485401181624,7.141474041798587,6.663197650340737,7.620710367912681,5.3509410122873025,5.242496746541414,6.45101573706379
PI45P5P,46.154928171004805,23.815851127088674,23.16686736197047,19.800895477695207,56.446361715681306,19.716239606190253,25.836020208021438,35.255794812668896,11.18886697877361,42.92348827608064,11.335931006648226,34.74851456199183,43.642203926611046,21.14564775308741,21.095787458772318,34.23321624474585,24.659454261393176,22.49248755115345,16.650769816483262,48.916082498624554,12.706733162695846,24.487185774757265,25.175915387232866,12.09943342791563
PI45P5Pn,391.3564217708552,408.4615137758008,563.7617047158342,168.11166745182464,281.2310838536449,311.7688795037852,102.9814052201795,511.2900109180536,358.15937557774,625.4007023252045,558.5024065002093,643.2914631204518,347.541722008083,403.4054096732142,494.3474158192131,412.7265876944719,107.5843491410672,770.7139069784721,217.15071285087222,204.78948116237382,446.3755020614198,468.9463482331215,209.41009900462225,383.2157773738958
PI45PLC,20.361315663958916,16.754645419910698,15.016249536401814,11.233695301212588,20.70477460980075,9.348837441393098,11.900130993595923,6.779414044249658,8.63018502822704,23.96363678914882,10.876737815415607,21.125501391045155,14.393263834216832,13.694887657307135,10.454149992641751,16.576182265716618,13.147395038179825,15.441569987027219,10.969526007684207,28.92364717234851,16.357433171729923,8.150047041691177,34.490791172704355,12.951542631772071
PI45PLCn,,,,,,,,,,,,,,,,,,,,,,,,
PI4P3K,5.171110490303643,5.058599956082582,2.6952660312228294,2.859478455561558,1.246056505021966,3.0279851680129104,4.527239406577027,4.1593431111921815,2.757267886238761,4.350037878459065,2.4190893409708316,2.5037303425255266,3.195754965773407,3.9111432553796974,3.538991978051016,10.205829675325683,2.3497759115440995,5.522686119946934,3.8789425996191067,3.3275515278536845,1.612755614419348,4.8483980777256015,4.2129762129038895,2.6579101435915127
PI4P3Ker,,,,,,,,,,,,,,,,,,,,,,,,
PI4P3Kn,,,,,,,,,,,,,,,,,,,,,,,,
PI4P5K,4.642893102158968,16.79495469917332,8.011244264670966,17.711853609349955,30.565222749798806,14.154629180545204,27.094447184376367,11.63606075104265,11.758958856414127,23.67475729171137,13.816005599778324,44.69563743176287,10.121075752157717,12.069653396844984,6.7174084807243055,14.326729842622719,15.686377013174665,15.59482872338734,9.176524802133205,32.69525139030238,24.01027030559213,21.704229960175883,21.741542494055246,17.246507826157952
PI4P5Kn,16.12947034096316,35.200766814472566,50.80150141894207,34.176515487492956,59.016424374621934,29.544586078589987,106.97299762734367,56.99740127446847,14.737778266156894,24.559530890024497,8.069346435761435,23.429741588184115,54.846487557702766,32.376955468721334,32.74702853659086,30.408189495502928,38.32103463877128,56.66968124680655,13.95493282481659,23.320329492346406,22.913342963407224,58.13264582629767,16.798556817729743,16.13962840678583
