,SKM_old_train_01,SKM_old_train_02,SKM_old_train_03,SKM_old_train_04,SKM_old_train_05,SKM_old_train_06,SKM_old_train_07,SKM_old_train_08,SKM_old_train_09,SKM_old_train_10,SKM_old_train_11,SKM_old_train_12,SKM_old_untr_01,SKM_old_untr_02,SKM_old_untr_03,SKM_old_untr_04,SKM_old_untr_05,SKM_old_untr_06,SKM_old_untr_07,SKM_old_untr_08,SKM_old_untr_09,SKM_old_untr_10,SKM_old_untr_11,SKM_old_untr_12
r1844,566.2062309432351,133.1617337373004,17.29598861658419,225.64750715922594,371.7382762650427,760.4157921018206,54.90738674056461,213.795336394748,126.75419236829093,340.7616846411869,299.55191973707093,9.012222329098242,204.38713256970905,275.1596827727037,173.74208806353067,498.30433854000296,231.45247780168117,106.34390024380698,7.472729199286019,237.73035245692853,314.2496410735071,663.4785892347202,157.12782651695605,167.35172243320957
r1846,129.50901880754844,42.32383631776018,398.8266262194571,13.013081497980302,280.333148429646,69.63394486286286,531.2598987624965,87.83914014762856,237.30383407053012,136.31941186824696,738.7678514804226,184.03022031176442,690.2318582985193,802.0291715597023,197.50786419808918,728.2972889534401,223.41124153845874,665.0226108995629,16.59374824727783,30.136951249732554,716.1226286604681,98.82905169706851,32.375580770014956,12.245316523170926
r1847,194.16006624121314,696.8530825480427,272.6930476853705,475.69257528748733,124.09278772465368,402.3915643390936,239.6363542494638,38.272546220766095,305.18207445360684,329.67262308835336,474.7506041001941,771.7693766432583,53.18926635077712,8.536085370099597,474.2897150979459,239.44247205040824,78.52121104218848,462.6378214918979,626.6369800416064,45.68031266180016,5.36222627752322,178.80974481836128,55.384686029685454,168.2366248256058
r1848,297.31126965007337,385.1418865432454,280.0962291045403,257.67771950605345,326.53208059336305,277.0441140410736,217.52456209886844,88.14164438817465,219.57461281270787,338.70718950268855,407.4438908871307,171.8708528484998,262.34421818815,273.9547360845123,184.55240137389566,473.50335134394805,703.1018180032831,201.17664795680062,186.77265718880923,667.8944849139823,222.77441024054724,158.52487871321037,604.4136685363903,451.68054982349514
r1850,170.6560277725586,180.4173533068844,67.09891688940928,217.63187578392845,246.04227077172217,265.93476426666757,314.08739134336173,209.74640441585385,241.3439671769803,361.94742083235633,297.6239671414949,86.05313274488631,212.9370515783691,179.96627875926498,168.06347093913345,185.91029757397735,717.6999347507505,194.49699688803784,687.5024179013714,232.2946414796646,229.1225189232952,698.4479248036217,111.15665493203075,166.3204817184317
r1851,778.8595225876098,551.0749816561253,119.62882896465642,521.2656906183117,277.0649161957729,321.70097550609876,357.5390312407222,494.8888582913984,598.1283403605173,348.62319871771166,184.59566533732604,205.8325197259132,575.8657385351389,293.683270271544,191.3960192433719,204.95544202123236,532.4278846416761,196.1793948575458,340.79325042112026,686.5476028433569,233.12030172225641,148.28049205303753,161.22387680820287,163.9049334606779
r1852,825.8915262829958,559.1800134657585,60.24624739611221,472.4382850140856,246.95439703123984,5.074180678856822,205.57249088918115,828.219879555854,626.924001362938,49.351807284505014,793.7707380818305,162.0323535500713,229.0412738708058,727.5690751811773,763.4621642110598,629.4037166046775,733.2494864490354,218.2114229291674,664.6196221449685,475.3436476648869,88.03349207241945,40.956804778487935,176.58695170410016,564.6364038465913
r1853,186.51971961276246,4.777370030704165,540.8011976340563,232.47407269379977,336.89960674148733,588.2095955552783,357.31452410429455,38.47229189708998,538.4489765260009,351.1580829442184,178.5444221805461,164.01794234251452,226.29017772169476,283.18589694678496,201.64267119162176,175.50575807053673,447.4150737995227,214.6476325599438,54.20242694656535,764.2230622099028,220.27885488520303,164.25583395169733,222.89349665894485,163.82744318483282
r1854,23.967556346795124,179.7767679983116,22.13243855655188,322.1499603860488,264.61074165933115,282.283161720981,231.1594385632778,235.4942187907354,69.96562164736616,801.5829774345273,56.00553062914209,786.1983675264729,342.1628993067474,484.15724724845876,48.18159788990021,510.3008537162117,582.0649644214534,193.5999152157792,770.4447205650004,242.99810100549817,744.7810368184948,42.4921746293336,589.7967068836734,23.30860179834932
r1855,21.83029502511322,180.35059665664613,203.9504550793176,330.65899838644816,508.0249115041182,329.56763353456427,246.84392720354433,355.19322938368947,225.4332266090699,246.6793833096578,237.04784978847812,121.54048605860724,11.938335934241573,286.5279961012235,170.3906391835443,228.27867532701705,253.46854414666527,197.47099561227716,3.6956560312479816,71.1795454990393,484.61548614037935,681.4569995574334,188.9729337391733,51.01098933599025
r1856,174.9362232813831,234.17742971032672,192.71863312760425,10.40124102711008,715.3468506385892,554.584246236327,351.0209803381503,206.9074310755446,241.91018706529812,356.317335212546,228.5469775537019,5.6365196306326935,208.76979688160958,69.68328621944899,177.8269802934912,496.19565207472914,242.70315090064386,196.15304049548612,95.5714076833178,545.1109096850382,238.2541406945542,164.70081174366274,159.23342933405533,166.7825902486748
r1857,182.75851562505787,3.8056156318074925,474.8651114053777,257.219178072108,261.82184926714245,547.0620659435544,216.4091659632918,768.5455683297672,222.7832858645349,327.3256791959477,229.6750049894068,14.435693153339264,9.629874437585872,33.757002656259715,158.7816192426076,204.14661290094227,2.4294438144446096,220.62865191987484,217.0707941911609,236.03797212537708,231.10484113806788,176.18864692679378,157.3208591542457,51.284775345663384
r1858,5.208112510274177,199.8601347502562,186.4498407461134,228.65845837330582,265.3816905300918,280.0405425814248,232.99439945799193,20.383455862823403,222.0611132660644,620.6403040077879,68.28218173313687,165.78572140719405,241.3212443239304,277.626174515433,158.10864775968196,556.0332122989522,221.80580711216652,690.6816708111104,188.4828738614998,233.9277218664136,224.63449842594306,164.11210047143692,166.53665291824402,693.1256405697251
r1859,421.9554496544744,172.0864762334421,763.0081959315986,13.513803060802335,19.98138543621546,31.466650088458028,774.1417490147674,52.258310252498234,689.5775219200917,109.37829273325343,436.1338278761244,736.6856459186769,207.5456257749646,270.9368565108152,304.39017644387275,24.15129892920309,229.8313163323775,218.68839520807538,225.08195075540232,775.4542411358763,234.19362662308814,118.47016234126734,647.6049959003792,746.860936363332
r1860,179.50385359972054,168.30092013234918,71.35101544910277,230.25019758696894,380.7625619225982,376.4324079511448,212.4494323615585,224.03159413915026,240.42382629860083,323.5216548867925,228.15128502328972,156.30652656522977,56.084608725104424,3.5244221044278508,107.43939403414393,340.293101040866,40.75878143322742,195.82618098664258,249.1800523585719,256.5127272558761,224.34330270417038,169.62282149979512,167.96346446092403,179.96002642356433
r1861,194.8623881736189,194.47061370981007,196.3605755418684,245.34798874203622,89.23345081154481,11.876615896616482,216.65224824544484,13.272601422634443,222.50071210920726,325.45470540481165,520.5278580989198,181.37685853427922,37.48452740335605,40.66060634206922,156.3853147128195,81.15003987865946,2.8446481672980446,329.0960027042474,200.34925862050642,54.80159875479491,220.46540043282712,646.4786046028478,140.17890605162947,166.35731314393848
r1862,617.8947601564129,596.6428754898519,222.18320219846808,228.33970770203385,84.55091106581453,287.74426358110696,214.9421056013339,322.7868627227752,62.17593469936814,342.47849418410885,227.37556865004265,165.12186168141224,56.76532601361449,155.85104697872742,59.893516212863254,675.8668036062993,244.6208229689412,14.583420614473875,649.7056793818203,8.197190556618452,58.45685807670344,71.3369440075313,159.51865122825916,68.74343796812784
r1863,595.9461810339232,48.77031692016751,12.473859012420112,43.39328755316142,238.84116806461284,55.37810481816963,9.393464697138581,211.73346829836376,328.6067492126515,47.82204187354069,726.311473222452,137.9144341904295,206.6210110109889,307.57796204317225,657.2415674823516,204.94860386395334,54.06906549134695,75.45088316382731,77.91466083964542,231.37504726936336,516.8873004249353,48.097713096824144,358.5735086274114,158.04503386637086
r1864,64.71397637992112,177.48700296165438,184.13449079074215,230.67979623480068,250.72729604579013,269.0402084341542,212.677176868209,210.49533431907116,223.01224253149599,330.3473597789089,226.81755360883903,164.32563429053198,206.5287025712447,212.84131042187357,162.16736742611883,208.1964910872729,218.9594958104975,195.6202277807591,190.581260443286,233.4182332744578,221.49089890110105,163.87559361209082,165.31860206232972,163.94236532454383
r1865,167.32911561732166,177.17199845118654,181.1654998314671,231.90564464117335,241.35022999680112,268.0450493088141,210.18742965487067,208.12933415749464,223.41814282622693,330.03692385057957,227.65187835451152,155.8498862624686,205.8759812999474,306.0288675128098,162.68739132260924,209.16010992012497,217.86078675665712,198.71583974975312,189.87616378115783,236.31032706800747,222.19011574670682,163.4973273129336,159.17341145471693,411.19506010735205
r1866,169.05466290272238,174.5628003282484,181.53192403192216,230.89290291410492,265.901024270183,267.2127417328273,210.93591492432003,760.5166623542646,201.18763230202362,332.45187641028656,227.55649817607875,103.00173644497053,575.7584141018651,301.9270252098801,169.88370433046236,212.1976548193301,164.83748528045794,506.110570564168,553.7673813418306,196.25845279129544,224.0893485809595,101.78573418981313,164.21797075337108,160.20256590129034
r1867,192.44365573958873,176.426202686984,775.7435973152957,233.75030505308843,92.81952879844432,296.85267463132874,204.65932104522892,226.12295155628595,114.29089968395087,328.99393753737434,5.520303186959519,472.59047152221603,702.211802769309,759.3117412785252,623.5091667387771,216.55244531877196,451.610530965962,197.70077736612262,626.7171646847174,2.8486496124145195,4.282587212255899,6.591949114288986,159.77826682054047,53.55848420975086
r1871,11.418678852554603,176.734396711759,51.272951235934734,62.57261102693706,76.28304789649691,282.66369068017025,24.76015313718396,238.09281445574862,241.53788416626364,25.878823078957947,222.66179576413904,155.8333460455299,9.826098193149614,291.6571807977475,581.2968421654128,207.25066296832247,25.93187329430659,2.4055505646959263,184.00818808548019,229.40685198935566,221.10203142756936,37.77715428553353,2.5453283595222542,4.637671615210311
r1872,166.1297057397815,189.84949983728848,8.773708800053187,233.48810093185207,240.782541962523,269.01858456324834,234.68625552150868,208.1803842838273,2.800233062902157,41.216901187647366,227.1715474850911,167.70945512353978,209.43058669547256,267.25361425128256,295.1857074061595,238.8991636007468,220.67839585064368,200.33886258614885,19.963190194947877,224.94590373137788,223.96638238508186,154.95860775043536,160.18748767789606,148.82713511498181
r1873,105.34069371718353,177.64466926457203,185.0884589262602,21.62489629535118,13.763997068316765,269.092013541351,211.52016312548682,265.6872155432533,4.785859413420784,344.62331719521444,562.4796374713942,159.21082772105405,8.264045672042073,391.74654523398016,42.458584696626914,657.4562581834942,13.046365773606931,5.3045979296439,193.37046968275735,222.8499340980647,240.95051398212914,161.10828970593093,160.59285734977655,156.32212657840486
r1874,47.329416392225696,13.886820715515949,183.09429415366208,240.3050091154397,240.91651731152243,56.35763942653819,59.04025535558248,205.93146543795015,228.50089404744907,329.6354896251859,257.1804809578687,48.41999842135164,196.22183775865324,93.68688278548714,167.633850105742,215.03840822992154,3.985580040805774,60.49898784440385,228.34580806361325,227.76413437943077,219.39089342976905,176.74199680353317,519.033942022674,22.72467657816603
r1876,168.50942210747428,46.453324195495455,189.40328371862506,231.5388330650328,239.81706106525883,61.11777829656494,9.449366694513799,55.909099023293706,230.655363270075,438.288179230029,229.6162316902905,57.597296060022515,219.50944904271344,628.0399613208141,489.793994439882,22.08670815314879,248.93136975309756,199.56984019846797,193.1788827682003,239.0778162740621,250.17448618606565,168.5840130190886,247.2823026095519,154.9114089939437
r1877,180.9649111265121,4.026555567467508,181.5972994826763,228.86424493016096,241.07145038517967,270.31950766646526,219.69376746993413,313.7023614095681,223.81017974035035,337.362289398971,160.7780737295463,7.777505009089707,342.3738756393703,61.7936922053378,429.7072307455462,90.64794419490596,218.32256706786882,292.3829624732285,198.01384289794626,229.9587088864176,63.529876693468786,496.7162858184909,573.3858589720301,8.282718538351652
r1879,614.6870033486766,116.21970799353237,186.14864234959114,43.92307580685326,242.4225781325328,115.69773808424041,59.549493337251235,208.19309760002574,220.9655971576846,310.6222283312184,221.9300554624523,157.50288878034272,195.62531185844824,63.030044606078455,58.09060197094872,526.7599748192869,218.91020778017608,198.38764600384832,190.7378311904103,243.98403062196894,75.00073712699208,164.63699444814122,54.03272616797423,234.40702793656817
r1880,168.0253588572486,175.84339820467008,190.92888659220205,228.4665633389066,241.5492634056053,270.5226829623366,210.47464816024643,210.5586212822908,219.12857005850915,331.02751725976395,222.8617242057693,156.54085275238347,194.31868831256563,267.6690081700664,162.9522211035796,229.89310834943694,219.0735096108537,525.1576330720567,194.8865438951562,231.17679206217517,164.48697604345207,164.71412224176248,159.48854239197092,162.28935667619263
r1881,174.5408782167436,109.35955774335876,642.3357921313345,229.6601728255164,239.5003605185562,323.16039794909074,208.55116704318726,212.67382149227512,219.2653961822665,330.25871436529485,134.55379063129203,157.64738163255578,194.54886303706613,269.6774887807074,169.81068588302168,231.2514321938499,764.261806872792,222.0634485276961,196.6017334300385,732.4890118692233,229.43459695486024,167.45236097322652,158.32582120188854,160.75215726910832
r1882,50.03300473261854,172.97975444267504,236.00032853587547,555.0955967370215,91.14009867431027,83.90805065981046,56.82688442023765,227.31158184418575,219.80950219781008,342.183513875684,206.10823920275783,171.35764827103446,193.9088204859946,84.3054648489176,159.22267087968382,787.4524749196046,239.62122986788881,217.4743292794733,314.9285906288586,243.80304577728216,234.34274154614596,158.13191924644445,156.89155809085005,177.16998231390565
r1883,304.4372299632182,57.44839036997961,7.063239358782229,256.0308106674452,267.91440553539957,269.76538280352236,24.50173966846817,211.31232163110025,230.08479793524432,329.6336798244016,222.47389071006097,683.76005792722,195.30182804242128,285.4708410400926,99.69859504325954,4.7563421501411955,604.7218312942082,107.86280312264252,126.8430625111938,233.09834663302016,728.5853670957486,756.130400434949,174.79737756452468,561.7523667321408
r1884,717.6821791860101,789.6305815767814,14.730864613251681,701.8328201777396,627.5489248045428,67.91164483917471,332.6068450716761,210.6570189064421,359.5833043133592,22.768632526880136,10.194556918033365,689.5463703649002,216.23779149551729,275.086099924592,190.63257031783334,290.76839216942415,218.3833271676096,649.8787644978682,507.74076542688,5.231589701657176,483.54677969623305,188.00037837796967,170.76600822676144,159.1495028128956
r1885,195.98027320264177,197.5254795145978,14.119118728331632,3.8853049403424946,265.1726285391381,147.1258700831149,716.1662459767975,32.9569723918458,188.4733706314052,356.95546602365243,221.4614648538838,174.63743657489567,206.6166145288634,283.3010784758741,200.44541363326687,238.7423216789263,203.84585299840055,9.176792044824824,682.6218356716369,251.77431148697482,215.33406823350816,713.1193330071404,161.59167758982687,174.20835276380947
r1886,67.93499390212308,629.1866582384632,191.75878683547586,64.46449156819928,232.12849739919068,291.05295077290793,237.9159896481947,22.833378205996116,219.61771565891303,354.1502409076206,229.78598407934788,155.9316780685647,94.90927696583492,316.7130258122846,5.906468568235132,174.5203057067486,248.78656249064272,193.79843622039797,235.41419186649196,220.781144128148,236.72054605710343,164.40433390885943,5.583936480842535,156.75706069795163
r1887,179.26382276423107,7.695278737941021,182.50680402110726,235.19064151146458,233.08913025481772,267.60358819767725,237.96687873545588,213.61916506689306,2.7372345600435946,46.300090388361575,28.96219028154007,157.13936844879578,196.86981663839896,283.8703116148929,167.60002823914266,224.10065185192087,234.5915378113068,192.00526571201235,204.34454128745898,244.75245927229395,220.7808613793819,58.03060668188287,177.11155450193186,23.547713444722177
r1888,3.3640513479977603,179.11505163560741,199.60456790151844,251.9896886865262,180.82067196104794,284.3070233104233,759.9574227975202,778.899423937528,210.01839084409025,349.4926703684769,232.46494500569196,156.41155834175672,210.15822913964982,276.8661902368545,288.5753721035325,218.60381613685843,52.21649319690754,238.19805796180464,218.8095628648322,240.49329859500727,60.97100910612115,5.544062654948844,3.7972646160508137,7.064847203611023
r1889,174.23900242355973,52.615854496464124,196.24428702715957,242.47476995913624,265.78257522079605,267.96209164183097,230.26944065885496,225.94737262885326,246.07368071368802,332.49492584354664,231.15868704482685,155.51660077246527,200.04217401071702,382.55469409062664,173.6593107663183,231.55655330796722,218.98476843050355,197.68229375934112,121.00779131567732,236.2925737983299,233.21668692487185,620.7134294842296,159.47348843612795,180.82490894299994
r1890,179.27972112579937,177.46495474278174,181.40257319009393,228.37676214893077,119.85226100747745,586.9004318789237,223.04373502353576,60.428489069159774,12.545899326950265,30.684500718476393,223.77927999674733,155.31419200135906,206.46212507287692,55.881352435706866,201.585475642481,653.3211362317281,748.6076373069512,185.36964811730735,204.2811558592076,698.7411331920404,222.01959971940963,726.084028550316,705.6903777651377,186.01434586973767
r1891,171.17856112920822,177.8264587169996,186.08662809847596,66.82365132075002,250.6832752813383,272.22131078519936,54.93881578157366,214.1880156342944,216.26894744230307,338.72219701368135,227.87091036822258,11.90657685937228,200.6837807236722,288.98178165426185,164.3427007265696,223.05317439862114,219.34307012969083,218.21198808220583,200.1527703995792,235.72051967929227,252.9835689000595,173.9260338748,163.89430027585325,154.5563507622402
r1892,189.02126450309197,1.9018772484854714,76.39640566290386,49.108097538112986,182.40349397674703,282.7416819825347,6.164371708783412,326.9204800327516,214.71376551013122,11.212885120935194,62.21098298249951,154.83993589430204,693.593225996051,302.16288272102526,153.1924181836091,86.10334136090133,226.9031790066097,632.8125945807018,229.15109266047227,234.51641995412803,224.6893797311512,168.25175631204496,155.10818093474393,58.85266023948535
r1893,169.99555686831332,189.17651944122642,58.88094959893113,213.717705416882,654.0593801363252,737.5998873120952,203.78286012426912,216.65595352824442,67.54789818159867,42.78395329515875,623.2944222216004,627.7785885861778,68.0409313348754,275.3757577727467,166.6281462882629,237.66051162627068,229.2035920336267,210.63207641459454,211.51619351463415,223.52393636230988,76.48620625332299,157.44438591604597,621.1622372817344,127.22976097860793
r1894,182.37130131769115,169.99897779119962,177.66797362640457,231.29087131661535,185.16824152991538,22.01095986501983,229.906976457543,61.37514169438969,223.17367513362043,326.8617696431361,227.68942570023188,157.92010111704306,51.43852422215181,5.9219061077008215,160.2693588415051,90.06268985420958,218.6667133093431,192.27520102070145,204.16895653275486,693.5477510613505,227.41031137076791,46.08687593668951,159.9204571190357,149.86294937017036
r1895,163.68638645962238,68.2158432872391,193.07453483525637,51.117664196267626,186.45835903494302,275.3485746342027,200.37611473023355,214.8340903914461,220.95757629679287,378.8649673660704,221.11334080182866,160.34471924215788,221.88003752496817,51.55836019797309,160.06750717035544,259.40051353198766,231.9233157463208,88.62014073065697,56.95243718877627,49.70628997134297,250.02935318533457,170.83066002177435,145.53256644479924,58.13056724359798
r1896,252.73097922490876,170.89502733082935,176.78496802242807,229.3712988998132,188.79432530558458,203.9516299289847,201.35586708674828,110.6337035625706,213.01981505726232,329.98606566074653,221.48175518733873,155.5026594032137,199.5248449927868,284.8235707869369,161.51795188745436,226.51654607124698,217.62011545008394,152.14585705736107,202.2793763474386,229.29042999346913,217.06994793791307,164.82461953497514,202.6423690268568,153.99124434929485
r1897,198.09218578272834,326.47286800554843,8.892048902830256,470.512024297478,111.07402488711801,12.551967134744343,321.12036084125873,310.27923172944963,219.5923764608689,64.20928645605069,18.36596035143589,175.4839266210372,564.8105595569853,300.25263002510013,158.10070410861914,724.2084266080429,769.5048418859121,756.9402608061987,610.6790769144251,247.6113067835477,239.02063292999338,162.0787988697422,531.9960588796671,185.7851000249653
r1898,645.352302452231,480.79249920106736,176.67008881459287,238.32758816188814,448.46054654316083,917.3844230018236,819.6681320829096,817.2479509229584,122.04114122224318,485.500183005362,237.24779846231223,851.8312883094806,225.70647914787875,7.4774332618949835,741.7716050077612,250.1986234547685,79.0338423685874,92.26523067031727,75.97589266337812,834.0348772013725,640.0630168289405,717.1842876772142,29.368348663040866,76.33521905197645
r1899,172.7824082840821,240.0267376061134,771.7251119229329,604.7947473377328,271.9628439593152,839.0256083189804,583.3319210024375,65.78343725940282,606.3999571847131,343.75765860006715,671.6374595599657,48.40087478839294,483.10870397735795,302.505561771521,588.5715970819509,555.4357683239816,746.8097636240176,395.32363978475854,632.3831818191712,70.64938348246449,19.994189685171257,161.5441980498632,285.70283170277867,176.39583476928414
r1900,243.2221896986211,390.0995154561083,91.10710094371088,252.8701366038851,251.32963235370335,266.99359884351367,54.56741796312445,241.13683714728364,501.590948504138,788.8607513442809,118.63854824672369,333.9436127059115,198.62238755702802,690.9602910397979,338.0106732416869,215.95012672621513,219.58135228757808,277.00915423496656,355.7634915328298,607.8271802426813,519.9126744226818,517.0432184159564,703.6877897212333,158.27799172332757
r1901,543.3840731851634,3.783872996049186,291.32518001678886,245.15124599202133,469.7704254866099,263.1243027177331,300.774237944973,9.799977301060974,95.34166303560684,418.45608530056467,219.39393970864162,153.49098218095986,646.1219334937332,271.02082560918313,157.0796120050185,167.28547081191013,215.76662755096243,112.1392986621834,639.4794522132718,4.599427935906445,33.01254885777469,5.658138109401801,493.2229763362458,3.526438316177316
r1902,179.06930104144686,235.64667354352113,655.2094414469099,4.134347203909181,196.60961203530903,290.37479607286116,88.5933125173222,237.32087928934914,336.40838022942677,32.568966680434364,231.72746087164325,151.90259752274986,216.57782904211106,60.795365804536644,189.599922137463,45.66098840047618,285.8006796727447,222.01739922760038,18.763877839880227,59.76761235954843,222.87279727978932,605.5315811622095,20.8123361882355,156.2486326104046
r1903,174.71499630613886,403.13850042126944,210.30007036791784,115.10767427467049,197.76303142759494,5.838087920897457,144.84105073408978,220.72709834414107,221.4852531581594,48.06641793121805,26.1949602703035,801.6044176140432,199.4237079963378,259.9064746223336,161.28765556407282,58.20056990478927,218.3606231447091,224.4305993564179,201.63708780531675,222.6254275853131,6.983879146705366,158.51686567646786,3.517385468613608,172.7837617638358
r1904,180.25484672637586,168.19937502212127,178.2335959882179,319.28647740621057,257.1036028734752,61.03001665548422,231.58044749767285,220.94503954524833,25.339121699066794,328.1027879266728,215.82796523400162,559.4029399799364,207.57028080338713,641.8519615759262,159.3642596507961,313.3657007389262,238.69782172860644,21.872597016548465,214.28629156060572,586.371221913251,216.62887887310768,156.7167118502517,167.57788771839657,68.71814851633567
r1905,181.02581552036816,873.5903314257739,191.38954825677428,242.5341231332312,641.6466680300739,263.8276881112947,196.7821175112327,113.6651413604182,9.254097719987504,329.73349135739807,660.0920506317351,155.4858765206566,704.8734984470944,270.65690182523355,640.7865854968064,220.72391835916727,215.6202594626278,346.8778356830075,203.74521422662377,514.4293425086714,254.37231618407804,178.0465498664653,149.3483664147607,238.23707361024955
r1906,8.554980010906473,180.30619258689143,20.896795986430508,247.5402407601387,218.53593437647862,280.9408405595703,730.6165704794769,463.1842316193789,248.4918135015901,332.4194460189912,22.258390618033946,120.23864242251365,8.759516885774223,271.29758573947385,55.085534909558596,98.36859964262747,243.35692716424427,199.6332145098723,196.18102384220546,775.0469878774464,691.8611174482746,147.9864621951686,14.387168286936266,703.9164654062912
r1907,180.62700603685644,495.69740897559177,189.94357819914921,225.33442697163593,262.8450455597108,265.90659568779245,199.69658918442934,586.7907131911148,7.584963645066059,729.402705984243,216.82015251016165,76.01938421677588,78.68312516728346,706.6376763976878,128.35442714007365,227.1589260826684,7.227981826020054,212.14799549230835,201.45161689384273,282.2615933051453,662.8258055794391,185.79635029301787,178.44644312788375,157.80527273904534
r1908,82.30839086647562,57.12592991009986,74.20810203965314,232.71701411407392,201.5520733962718,368.6139078569468,144.41712456417193,223.073770970811,614.4445487412116,602.1071444075586,298.33415902446075,48.29541609993623,4.308349415629918,55.087221685904154,551.2482137842342,224.0211622391536,159.33397564437598,587.2508479768372,189.49924946804074,356.8315974614683,79.4802516940579,159.40252422450544,37.72783355573034,174.4172151701676
r1909,59.617287236258186,170.26952594286828,185.67624334450096,228.79403947476584,243.2807937656205,269.5837106023539,201.43901516366208,220.36907825664017,225.92198048340947,339.88449810138644,272.42608194809577,154.68441949324534,54.72276271896539,271.1690210363987,67.2781081600908,204.14544242600627,59.32083385941521,548.3064230136732,566.6418076173537,223.2460961348848,220.08416162506813,63.118426917821424,158.49984237100907,66.23485528593692
r1910,755.651507352692,175.85903621673145,186.67142083599117,229.31620761949995,241.33389715393284,12.958197405556378,229.02991169344045,219.95593239825843,230.8518139664057,48.62570037756024,49.398060844240526,155.0748852993781,65.1023443507377,296.1614658779544,8.18284225363084,234.19291987269793,215.8697863910199,96.01212103692164,67.7166015553856,57.959365792765325,73.32649895103935,153.86615951904906,44.98353502243685,161.49390106067113
r1911,177.5773673908568,192.2116344578194,173.05070733550062,52.822954418596545,199.6760216483812,63.73162222699457,238.82247707212798,220.77605491235926,218.7012223495964,330.38925936941257,214.39187849937537,170.2844501251473,201.50268039346247,271.91038615548416,189.65993474531047,97.26101430862784,53.99488311718711,197.60738466113443,316.0331265160863,323.4280803119375,206.96899197602394,617.9788914185697,34.318205842195646,13.875190826625952
r1912,5.642896651159652,4.355968388046393,96.17381762755596,14.40482555793735,227.93367913395204,66.53261833510747,2.6601911228847888,3.806015014231847,17.40820690208479,11.68107847538774,41.44184067886642,31.238813571941634,6.427373122594648,5.16436864011761,25.863545163909144,602.6944598458579,6.080653526833112,8.736001796848711,3.6108443817949425,63.67973816968938,53.10454420698681,13.249826896776197,9.491199109920267,130.00641016599096
r1913,44.93382555007337,15.86988640571535,95.75467195247735,223.28042832636194,56.09564451043477,8.456579703166076,169.54085852484152,11.78568882566322,81.45048216314665,88.72976189812843,93.98566171528124,54.18031900890319,6.452434291277096,100.39146787376937,76.30069266740098,20.97488569564868,6.940271671841522,27.980739890684024,6.4142171698257995,36.88227629757324,15.764040023094001,10.406670824754823,142.09468463115334,4.771996768385928
r1914,106.90679412363282,16.16427398773599,9.781061772338687,9.344061900926267,138.36898867870192,251.39530086701052,6.755874797931067,61.9269940326945,19.773531876630003,79.34039110864674,65.5184915198609,6.026192974784394,35.36841607389829,5.672035570801235,64.32768004936582,10.756844088988533,18.83381668344739,21.94830634150998,37.0512361389415,27.884066876618615,13.947646102656932,16.64499802519333,61.16378481582441,4.976465778398523
r1915,6.969805979530041,4.954035877560261,7.182684855144597,2.8517547551754237,2.6641682849905393,9.509947144058676,6.945156229650141,10.855613770887953,5.708039120099826,1.8236271254988734,4.014143262846543,4.6214809812824145,16.76673410351109,39.58232056773163,4.653489717846659,14.170675894481858,18.341494015418693,5.162968693396352,14.976816218805299,7.322891566476752,8.913363138203453,3.7478733003837763,6.156125726507039,43.15228046275968
r1916,37.877190381006535,113.45001135556264,18.524012451084896,66.30105835023737,52.01981628635869,20.285213434547973,541.2380703213172,5.014304612525528,54.06659714061197,12.840473944092905,4.889558560372955,6.072641731147075,17.61255748502814,57.48325329330306,20.61876522162662,14.334053040625422,5.526693458365599,34.453058363150184,22.5746123206221,6.136977075691402,12.647276516607254,95.08895292323055,53.37487257568589,15.07570528689781
r1917,160.0575531224093,7.3076534219168074,416.43692406341904,6.417135210361703,94.61853004088469,99.89314445663703,311.33560127050885,362.5893820196674,68.72491906873039,16.373123361698593,93.41320772691792,6.220774576799249,6.155226241418774,17.702397802952017,3.408557781042396,9.91297156653436,3.1634179097169453,14.38266979907264,4.06656650620064,34.53770229833697,194.4562442099542,192.01866493088627,188.3510515037974,205.51379223775456
r1918,29.648333327707864,8.491928093786631,179.7437486534201,13.386189883527667,12.301934117260231,2.7219328880919296,33.22072595493868,262.04342931183004,2.6068880634703104,61.48079851311779,21.104378504646352,9.91927262624143,98.90230450502723,34.12767874337568,78.1132360109409,22.41403673974792,7.534432378580621,5.269306906042721,50.65188957574483,10.984963296016064,24.989408107356308,26.814898397539356,11.622050731060682,269.4442776438418
r1919,8.944514081223994,89.48465673727266,66.28183042893042,23.12598497946815,59.5322749511817,9.406755012933893,59.110469178318944,18.531941410890862,5.034333730524752,30.520547284461458,6.979046025444058,14.846255102560985,12.020600674286856,26.41565962903051,38.148014877099655,13.121255036948712,11.042489502193211,27.210439693108764,29.284622975507478,4.885742933178374,9.047286162383227,180.71374756950758,4.380457792575618,9.76931356326441
r1920,16.818514570777772,16.193324255610307,18.529018841298505,7.764336235147313,8.593517421725332,5.490145439350852,5.172942204534499,5.015646287930689,6.4826995374764245,58.80998376950307,11.87355027048599,132.1038611484113,3.7208177728690615,17.092971693776953,15.064893406861712,15.415258792273125,3.7656652053311785,3.055059523101599,6.974694389162616,13.680505487846784,6.024611576066823,10.733813684557314,204.10204324911535,18.789447115824984
