,L_MODEL1707110525,L_MODEL1707110526,L_MODEL1707110527,L_MODEL1707110528,L_MODEL1707110529,L_MODEL1707110530,L_MODEL1707110531,L_MODEL1707110532,L_MODEL1707110533,L_MODEL1707110534,L_MODEL1707110535,L_MODEL1707110536,L_MODEL1707110537,L_MODEL1707110538,L_MODEL1707110539,L_MODEL1707110540,L_MODEL1707110541,L_MODEL1707110542,L_MODEL1707110543,L_MODEL1707110688,L_MODEL1707110791,L_MODEL1707110975,L_MODEL1707111000,L_MODEL1707111001,L_MODEL1707111002,L_MODEL1707112651,L_MODEL1707112652,L_MODEL1707112653,L_MODEL1707112654,L_MODEL1707112655,L_MODEL1707112656,L_MODEL1707112657,L_MODEL1707112658,L_MODEL1707112659,L_MODEL1707112660,L_MODEL1707112661,L_MODEL1707112662,L_MODEL1707112663,L_MODEL1707112664,L_MODEL1707112665,L_MODEL1707112666,L_MODEL1707112667,L_MODEL1707112668,L_MODEL1707112669,L_MODEL1707112670,L_MODEL1707112671,L_MODEL1707112672,L_MODEL1707112673,L_MODEL1707112674,L_MODEL1707113217,S_MODEL1707112675,S_MODEL1707112676,S_MODEL1707112677,S_MODEL1707112678,S_MODEL1707112679,S_MODEL1707112680,S_MODEL1707112681,S_MODEL1707112682,S_MODEL1707112683,S_MODEL1707112684,S_MODEL1707112685,S_MODEL1707112686,S_MODEL1707112687,S_MODEL1707112688,S_MODEL1707112689,S_MODEL1707112690,S_MODEL1707112691,S_MODEL1707112692,S_MODEL1707113891,S_MODEL1707114025,S_MODEL1707114026,S_MODEL1707114027,S_MODEL1707114599,S_MODEL1707114600,S_MODEL1707114601,S_MODEL1707114602,S_MODEL1707114603,S_MODEL1707114604,S_MODEL1707114605,S_MODEL1707114606,S_MODEL1707114607,S_MODEL1707114608,S_MODEL1707114609,S_MODEL1707114610,S_MODEL1707114611,S_MODEL1707114612,S_MODEL1707114613,S_MODEL1707114614,S_MODEL1707114615,S_MODEL1707114616,S_MODEL1707114617,S_MODEL1707114618,S_MODEL1707114619,S_MODEL1707114620,S_MODEL1707114621,S_MODEL1707114622,S_MODEL1707114623,S_MODEL1707114624,S_MODEL1707114625,S_MODEL1707114626
HMR_2859,0.036353605014169905,0.015484764987091195,0.036014545420912134,0.01839322105633153,0.006277972889993216,0.011421376264470517,0.01778195958827905,0.034072685009815216,0.012064247371675583,0.019571971924007187,0.014206283135287672,0.025655280311525336,0.01858456990714322,0.0322389681360185,0.037317714446562435,0.04008493,0.027931276952886445,0.021442576338715828,0.012801816640098988,0.03624883281452899,0.013946809491925652,0.036374019754115416,0.011694773373368194,0.015546338915914502,0.028624120269775278,0.013836087934824935,0.01800401174880249,0.03353052923167566,0.008642893573511857,0.02659489586570817,0.040084930016064384,0.040084930000000005,0.011703395672849953,0.015529208009793783,0.0231652504084964,0.017254392261274117,0.009316200157394329,0.03540941846695879,0.014922592010297086,0.03997096280442805,0.02424936991480328,0.040084930000000005,0.01645769056979464,0.01906809874384493,0.03991141814441617,0.040084930000000026,0.012181604424015067,0.018772118742012966,0.012295239085435929,0.03669187912907777,0.007053136337864207,0.039911418280826186,0.005949491772140582,0.008586459893132444,0.005119728946612858,0.040084930000000005,0.01542262757787649,0.040084930000000005,0.03456982918011776,0.040084930000000005,0.021258071867493507,0.0312313825680863,0.040084930000000005,0.009813939621827392,0.004057699518312308,0.00876784558533066,0.01341072966952344,0.037667133465589406,0.007625660794585798,0.00999966712380337,0.027443403995478427,0.0195842923989521,0.012587511386442629,0.0109928373485005,0.03658894704314797,0.026073977647343514,0.035181767368814454,0.008487944376761649,0.025094312915527266,0.02271173502868076,0.026828165417530154,0.019247243912535173,0.0364615652838181,0.01106260994904653,0.030790189402622643,0.02048165938635624,0.007293821965471236,0.034866336686934535,0.0116447461752204,0.009261224108516347,0.036676008399264305,0.01755738787756759,0.018450108961971287,0.007797841273204896,0.034429640305621435,0.040084930000000005,0.011120033282251848,0.01126039763414901,0.008420894775137503,0.005839666598587166
HMR_2861,0.0005959607379372115,0.0002538486063457573,0.0005904023839493793,0.0003015282140382218,0.00010291758836054453,0.0001872356764667298,0.0002915075342340828,0.0005064188199105029,0.00019777454707664888,0.0003208519987542162,0.00021114652803600338,0.00042057836576271044,0.0003046650804449708,0.000528507674360959,0.0005546493593428654,0.0006571299999999999,0.0004578897861128925,0.00035151764489698074,0.00020986584655899982,0.000538762681361296,0.00022863622117910904,0.0005962954058051708,0.0001917175962847245,0.00023106363955344898,0.0004692478732750045,0.00022682111368565466,0.000295147733586926,0.0005496808070766502,0.0001284584400333451,-0.002048402366582638,0.0006571300000000001,0.0006571300000000001,0.0001918589454565566,0.0002545771804884227,0.00034430273902460675,0.00025645026110241196,-0.0007175559756400632,0.0005804822699501441,0.0002446326559065096,0.0005940843173431735,0.0003975306543410374,0.0006571300000000001,0.0002697982060622072,0.00031259178268598246,0.0005611447190779074,0.0006571300000000003,0.00017127036097033485,0.00030773965150840925,0.00020156129648255623,0.0005453476332579504,0.00011562518586662633,0.0005611447209957987,9.753265200230462e-05,0.00014076163759233515,8.392998273135833e-05,0.0006571300000000001,0.0002528299602930572,0.0006571300000000001,0.0005138078226843515,0.0006571300000000001,0.00034849298143431977,-0.0025420892787977214,0.0006571300000000001,0.000160884256095531,6.6519664234628e-05,0.00014373517353001081,0.0002198480273692367,0.0006174939912391752,0.00012501083269812784,0.00016392896924267823,0.0003858475078450394,0.0003210539737533131,0.00020635264567938735,0.00018021044833607376,0.0005438177642302386,0.0003875348534093158,0.0005229029971705616,0.00011933840951510228,0.00041138217894306996,0.0003375621864854881,0.000439805990451314,0.00031552858873008484,0.0005977305784232477,0.00015553757397604963,0.00045763142463252533,0.0003357649079730531,0.00011957085189297109,0.0005715792899497465,0.00019089747828230163,0.0001302105322814229,0.0006012460393322017,0.0002878260307797965,0.00030246080265526696,0.00012783346349516222,0.00048407227143228723,0.0006571300000000001,0.00018229562757789914,0.00018459668252703294,0.000138047455330123,9.573223932110107e-05
HMR_2862,-0.0005959607379372115,-0.0002538486063457573,-0.0005904023839493793,-0.0003015282140382218,-0.00010291758836054453,-0.0001872356764667298,-0.0002915075342340828,-0.0005064188199105029,-0.00019777454707664888,-0.0003208519987542162,-0.00021114652803600338,-0.00042057836576271044,-0.0003046650804449708,-0.000528507674360959,-0.0005546493593428654,-0.0006571299999999999,-0.0004578897861128925,-0.00035151764489698074,-0.00020986584655899982,-0.000538762681361296,-0.00022863622117910904,-0.0005962954058051708,-0.0001917175962847245,-0.00023106363955344898,-0.0004692478732750045,-0.00022682111368565466,-0.000295147733586926,-0.0005496808070766502,-0.0001284584400333451,0.002048402366582638,-0.0006571300000000001,-0.0006571300000000001,-0.0001918589454565566,-0.0002545771804884227,-0.00034430273902460675,-0.00025645026110241196,0.0007175559756400632,-0.0005804822699501441,-0.0002446326559065096,-0.0005940843173431735,-0.0003975306543410374,-0.0006571300000000001,-0.0002697982060622072,-0.00031259178268598246,-0.0005611447190970516,-0.0006571300000000003,-0.00017127036097033485,-0.00030773965150840925,-0.00020156129648255623,-0.0005453476332579504,-0.00011562518586662633,-0.0005611447209957987,-9.753265200230462e-05,-0.00014076163759233515,-8.392998273135833e-05,-0.0006571300000000001,-0.0002528299602930572,-0.0006571300000000001,-0.0005138078226843515,-0.0006571300000000001,-0.00034849298143431977,0.0025420892787977214,-0.0006571300000000001,-0.000160884256095531,-6.6519664234628e-05,-0.00014373517353001081,-0.0002198480273692367,-0.0006174939912391752,-0.00012501083269812784,-0.00016392896924267823,-0.0003858475078450394,-0.0003210539737533131,-0.00020635264567938735,-0.00018021044833607376,-0.0005438177642302386,-0.0003875348534093158,-0.0005229029971705616,-0.00011933840951510228,-0.00041138217894306996,-0.0003375621864854881,-0.000439805990451314,-0.00031552858873008484,-0.0005977305784232477,-0.00015553757397604963,-0.00045763142463252533,-0.0003357649079730531,-0.00011957085189297109,-0.0005715792899497465,-0.00019089747828230163,-0.0001302105322814229,-0.0006012460393322017,-0.0002878260307797965,-0.00030246080265526696,-0.00012783346349516222,-0.00048407227143228723,-0.0006571300000000001,-0.00018229562757789914,-0.00018459668252703294,-0.000138047455330123,-9.573223932110107e-05
HMR_2863,0.0005959607379372115,0.0002538486063457573,0.0005904023839493793,0.0003015282140382218,0.00010291758836054453,0.0001872356764667298,0.0002915075342340828,0.0001922324500068439,0.00019777454707664888,0.0003208519987542162,8.014949839734006e-05,0.00042057836576271044,0.0003046650804449708,0.000528507674360959,0.00021054036905667942,0.0006571299999999999,0.0004578897861128925,0.00035151764489698074,0.00020986584655899982,0.00020450991578204293,0.00022863622117910904,0.0005962954058051708,0.0001917175962847245,8.770987134069694e-05,0.0004692478732750045,0.00022682111368565466,0.000295147733586926,0.0005496808070766502,4.876177519603103e-05,-0.017016050784088726,0.0006571300002633506,0.0006571300000000001,0.0001918589454565566,0.0002545771804884227,0.00013069450909913643,9.734642564295637e-05,-0.005960727795041365,0.0005804822699501441,0.0002446326559065096,0.000225509557195572,0.0003975306543410374,0.0006571300000000001,0.0002697982060622072,0.00031259178268598246,0.0,0.0006571300000000002,0.0,0.00030773965150840925,0.00020156129648255623,0.0002070095097673036,0.00011562518586662633,0.0,9.753265200230462e-05,0.00014076163759233515,8.392998273135833e-05,0.0006571300000000001,0.0002528299602930572,0.0006571300000000001,0.00019503725514140687,0.0006571300000000001,0.00034849298143431977,-0.02094197358247647,0.0006571300000000001,0.000160884256095531,6.6519664234628e-05,0.00014373517353001081,0.0002198480273692367,0.0006174939912392023,0.00012501083269812784,0.00016392896924267823,0.0,0.0003210539737533131,0.00020635264567938735,0.00018021044833607374,0.00020642878397311097,0.0001471050668043525,0.00019848970913004883,0.0,0.00041138217894306996,0.00012813585038020568,0.000439805990451314,0.00031552858873008484,0.0005977305784232477,0.0,0.0001737131530237749,0.0003357649079730531,0.00011957085189297109,0.0005715792899497465,0.00019089747828230163,0.0,0.0006012460393322017,0.0002878260307797965,0.00030246080265526696,0.00012783346349516222,0.0,0.0006571300000000001,0.00018229562757789914,0.00018459668252703294,0.000138047455330123,9.573223932110107e-05
HMR_2864,-0.0005959607379372115,-0.0002538486063457573,-0.0005904023839493793,-0.0003015282140382218,-0.00010291758836054453,-0.0001872356764667298,-0.0002915075342340828,-0.0001922324500068439,-0.00019777454707664888,-0.0003208519987542162,-8.014949839734006e-05,-0.00042057836576271044,-0.0003046650804449708,-0.000528507674360959,-0.00021054036905667942,-0.0006571299999999999,-0.0004578897861128925,-0.00035151764489698074,-0.00020986584655899982,-0.00020450991578204293,-0.00022863622117910904,-0.0005962954058051708,-0.0001917175962847245,-8.770987134069694e-05,-0.0004692478732750045,-0.00022682111368565466,-0.000295147733586926,-0.0005496808070766502,-4.876177519603103e-05,0.017016050784088726,-0.0006571300002633506,-0.0006571300000000001,-0.0001918589454565566,-0.0002545771804884227,-0.00013069450909913643,-9.734642564295637e-05,0.005960727795041365,-0.0005804822699501441,-0.0002446326559065096,-0.00022550955719557197,-0.0003975306543410374,-0.0006571300000000001,-0.0002697982060622072,-0.00031259178268598246,0.0,-0.0006571300000000002,0.0,-0.00030773965150840925,-0.00020156129648255623,-0.0002070095097673036,-0.00011562518586662633,0.0,-9.753265200230462e-05,-0.00014076163759233515,-8.392998273135833e-05,-0.0006571300000000001,-0.0002528299602930572,-0.0006571300000000001,-0.00019503725514140687,-0.0006571300000000001,-0.00034849298143431977,0.02094197358247647,-0.0006571300000000001,-0.000160884256095531,-6.6519664234628e-05,-0.00014373517353001081,-0.0002198480273692367,-0.0006174939912392023,-0.00012501083269812784,-0.00016392896924267823,0.0,-0.0003210539737533131,-0.00020635264567938735,-0.00018021044833607374,-0.00020642878397311097,-0.0001471050668043525,-0.00019848970913004883,0.0,-0.00041138217894306996,-0.00012813585038020568,-0.000439805990451314,-0.00031552858873008484,-0.0005977305784232477,0.0,-0.0001737131530237749,-0.0003357649079730531,-0.00011957085189297109,-0.0005715792899497465,-0.00019089747828230163,1.3335686721571705e-17,-0.0006012460393322017,-0.0002878260307797965,-0.00030246080265526696,-0.00012783346349516222,0.0,-0.0006571300000000001,-0.00018229562757789914,-0.00018459668252703294,-0.000138047455330123,-9.573223932110107e-05
HMR_2865,0.04231321239354202,0.0,0.0,0.02140850319671375,0.007307148773598661,0.27167896655322493,0.020697034930619876,0.0,0.0,0.02278049191154935,0.34501428863339295,0.0,0.021631220711592927,0.0,0.0,0.04665622999999999,0.03251017481401537,0.024957752787685635,0.014900475105688987,0.0,0.016233171703716742,0.042336973812167125,0.013611949336215439,0.0,0.0,0.016104299071681483,0.02095548908467175,0.039027337302442164,0.0,0.0,0.0,0.04665623000000001,0.013621985127415519,0.01807497981467801,0.0,0.0,0.0,0.041214241166460226,0.017368918569362183,0.0,0.028224676458213655,0.04665623000000001,0.01915567263041671,0.0,0.0,0.04665623000000003,0.0,0.0,0.014310852050261492,0.0,0.0,0.04625383032471291,0.0,0.009994076269055794,0.0,0.0,0.0,0.04665623000000001,0.0,0.04665623000000001,0.0,0.0,0.0,0.011422782182782702,0.0,0.0,0.3189994877127625,0.04384207337798113,0.0,0.0,0.0,0.02279483213648523,0.0,0.012794941831861237,0.0,0.0,0.0,0.0,0.029208134704957967,0.0,0.031226225322043295,0.0,0.04243887106805058,0.0,0.0,0.0,0.008489530484400947,0.040582129586432,0.013553720958043415,0.0,0.0,0.020435648185365553,0.0,0.00907617590815652,0.0,0.04665623000000001,0.0,0.01310636445941934,0.009801369328438734,0.006796988991798177
HMR_2866,-0.04231321239354202,0.0,0.0,-0.02140850319671375,-0.007307148773598661,-0.27167896655322493,-0.020697034930619876,0.0,0.0,-0.02278049191154935,-0.34501428863339295,0.0,-0.021631220711592927,0.0,0.0,-0.04665622999999999,-0.03251017481401537,-0.024957752787685635,-0.014900475105688987,0.0,-0.016233171703716742,-0.042336973812167125,-0.013611949336215439,0.0,0.0,-0.016104299071681483,-0.02095548908467175,-0.039027337302442164,0.0,0.0,0.0,-0.04665623000000001,-0.013621985127415519,-0.01807497981467801,0.0,0.0,0.0,-0.041214241166460226,-0.017368918569362183,0.0,-0.028224676458213655,-0.04665623000000001,-0.01915567263041671,0.0,0.0,-0.04665623000000003,0.0,0.0,-0.014310852050261492,0.0,0.0,-0.04625383032471291,0.0,-0.009994076269055794,0.0,0.0,0.0,-0.04665623000000001,0.0,-0.04665623000000001,0.0,0.0,0.0,-0.011422782182782702,0.0,0.0,-0.3189994877127625,-0.04384207337798113,0.0,0.0,0.0,-0.02279483213648523,0.0,-0.012794941831861237,0.0,0.0,0.0,0.0,-0.029208134704957967,0.0,-0.031226225322043295,0.0,-0.04243887106805058,0.0,0.0,0.0,-0.008489530484400947,-0.040582129586432,-0.013553720958043415,0.0,0.0,-0.020435648185365553,0.0,-0.00907617590815652,0.0,-0.04665623000000001,0.0,-0.01310636445941934,-0.009801369328438734,-0.006796988991798177
HMR_2867,0.0005959607379381893,0.0002538486063457573,0.0005904023839493793,0.0003015282140382218,0.00010291758836054453,0.0001872356764667298,0.0002915075342340828,0.00044440835216635964,0.00019777454707664888,0.0003208519987542162,0.0001852918511336356,0.00042057836576271044,0.0003046650804449708,0.000528507674360959,0.00048673311126006555,0.0006571299999999999,0.0004578897861128925,0.0003515176448969808,0.00020986584655899982,0.00047279174078644344,0.00022863622117910904,0.0005962954058051708,0.0001917175962847245,0.00020277013266935316,0.0004692478732750045,0.00022682111368565466,0.000295147733586926,0.0005496808070766502,0.00011272883513124364,-0.005002543501616734,0.0006571300002633506,0.0006571300000000001,0.0001918589454565566,0.0002545771804884227,0.0003021432199603692,0.00022504818831436152,-0.0017523925189429513,0.0005804822699501441,0.0002446326559065096,0.000521339298892989,0.0003975306543410374,0.0006571300000000001,0.0002697982060622072,0.00031259178268598246,0.00045039247189147835,0.0006571300000000002,0.0001374670002525056,0.00030773965150840925,0.00020156129648255623,0.00047857037204269114,0.00011562518586662633,0.0004503924734308384,9.753265200230462e-05,0.00014076163759233515,8.392998273135833e-05,0.0006571300000000001,0.0002528299602930572,0.0006571300000000001,0.0004508925790903493,0.0006571300000000001,0.00034849298143431977,-0.006173645391365896,0.0006571300000000001,0.000160884256095531,6.6519664234628e-05,0.00014373517353001081,0.0002198480273692367,0.0006174939912391805,0.00012501083269812784,0.00016392896924267823,0.00030969339445457105,0.0003210539737533131,0.00020635264567938735,0.00018021044833607374,0.00047722783391633187,0.000340081606053073,0.0004588740587415131,9.578477605817416e-05,0.00041138217894306996,0.0002962280412015508,0.000439805990451314,0.00031552858873008484,0.0005977305784232477,0.00012483936858603982,0.0004015949236571141,0.0003357649079730531,0.00011957085189297109,0.0005715792899497465,0.00019089747828230163,0.00010451108512061298,0.0006012460393322017,0.00028782603078062255,0.00030246080265526696,0.00012783346349516222,0.0003885316915443358,0.0006571300000000001,0.00018229562757789914,0.00018459668252703294,0.000138047455330123,9.573223932110107e-05
HMR_2868,-0.0005959607379372115,-0.0002538486063457573,-0.0005904023839493793,-0.0003015282140382218,-0.00010291758836054453,-0.0001872356764667298,-0.0002915075342340828,-0.00044440835216635964,-0.00019777454707664888,-0.0003208519987542162,-0.0001852918511336356,-0.00042057836576271044,-0.0003046650804449708,-0.000528507674360959,-0.00048673311126006555,-0.0006571299999999999,-0.0004578897861128925,-0.0003515176448969808,-0.00020986584655899982,-0.00047279174078644344,-0.00022863622117910904,-0.0005962954058051708,-0.0001917175962847245,-0.00020277013266935316,-0.0004692478732750045,-0.00022682111368565466,-0.000295147733586926,-0.0005496808070766502,-0.00011272883513124364,0.005002543501616734,-0.0006571300002633506,-0.0006571300000000001,-0.0001918589454565566,-0.0002545771804884227,-0.0003021432199603692,-0.00022504818831436152,0.0017523925189429513,-0.0005804822699501441,-0.0002446326559065096,-0.000521339298892989,-0.0003975306543410374,-0.0006571300000000001,-0.0002697982060622072,-0.00031259178268598246,-0.00045039247190684415,-0.0006571300000000002,-0.0001374670002525056,-0.00030773965150840925,-0.00020156129648255623,-0.00047857037204269114,-0.00011562518586662633,-0.0004503924734308384,-9.753265200230462e-05,-0.00014076163759233515,-8.392998273135833e-05,-0.0006571300000000001,-0.0002528299602930572,-0.0006571300000000001,-0.0004508925790903493,-0.0006571300000000001,-0.00034849298143431977,0.006173645391365896,-0.0006571300000000001,-0.000160884256095531,-6.6519664234628e-05,-0.00014373517353001081,-0.0002198480273692367,-0.0006174939912391805,-0.00012501083269812784,-0.00016392896924267823,-0.00030969339445457105,-0.0003210539737533131,-0.00020635264567938735,-0.00018021044833607374,-0.00047722783391633187,-0.000340081606053073,-0.0004588740587415131,-9.578477605817416e-05,-0.00041138217894306996,-0.0002962280412015508,-0.000439805990451314,-0.00031552858873008484,-0.0005977305784232477,-0.00012483936858603982,-0.0004015949236571141,-0.0003357649079730531,-0.00011957085189297109,-0.0005715792899497465,-0.00019089747828230163,-0.00010451108512061298,-0.0006012460393322017,-0.00028782603078062255,-0.00030246080265526696,-0.00012783346349516222,-0.0003885316915443358,-0.0006571300000000001,-0.00018229562757789914,-0.00018459668252703294,-0.000138047455330123,-9.573223932110107e-05
HMR_2869,-0.024434390255425674,-0.01040779286017605,-0.02420649774192455,-0.01236265677557892,-0.004219621122782326,-0.007676662735135922,-0.011951808903597394,-0.02244572230778837,-0.008108756430142604,-0.013154931948922864,-0.009358531216093717,-0.01724371299627113,-0.012491268298243803,-0.02166881464879932,-0.02458341793103746,-0.026942329999999997,-0.018773481230628594,-0.014412223440776212,-0.008604499708918975,-0.023879281456744134,-0.009374085068343472,-0.024448111638012002,-0.007860421447673705,-0.010241306375146541,-0.019239162804275185,-0.009299665661111841,-0.012101057077063968,-0.02253691309014266,-0.005693592654377502,0.0038288008992964826,-0.026942330000000004,-0.026942330000000004,-0.007866216763718821,-0.01043766440002533,-0.015260340583951858,-0.01136650361351466,0.0013412301262908809,-0.023799773067955908,-0.010029938892166895,-0.026331271845018454,-0.016298756827982534,-0.026942330000000004,-0.011061726448550496,-0.012816263090125282,-0.026012011122519316,-0.02694233000000001,-0.007939282653927496,-0.01261732571184478,-0.008264013155784806,-0.02417114265121667,-0.00474063262053168,-0.02601201121142367,-0.003998838732094489,-0.005771227141285741,-0.0034411292919856915,-0.026942330000000004,-0.010366028372015345,-0.026942330000000004,-0.02277322100624234,-0.026942330000000004,-0.014288212238807111,0.005689437909690138,-0.026942330000000004,-0.006596254499916772,-0.002727306233619748,-0.005893142114730444,-0.009013769122138705,-0.02531725364080728,-0.005125444140623241,-0.0067210877389498064,-0.017886062764974654,-0.013163212923885838,-0.00846045847285488,-0.007388628381779024,-0.02410333510929045,-0.017176493768047998,-0.02317634141336788,-0.005531963377917173,-0.01686666933666587,-0.014961582787942513,-0.018032045608503876,-0.012936672137933479,-0.024506953715353153,-0.007209985172600302,-0.02028334546973303,-0.013766361226895178,-0.004902404927611815,-0.023434750887939608,-0.00782679660957436,-0.006035943489834982,-0.02465108761262027,-0.011800867261971658,-0.012400892908865946,-0.005241172003301652,-0.022439297529683527,-0.026942330000000004,-0.007474120730693865,-0.00756846398360835,-0.005659945668535043,-0.003925021812165144
HMR_2870,-0.024434390255425674,-0.01040779286017605,-0.02420649774192455,-0.012362656775567095,-0.004219621122782326,-0.007676662735135922,-0.011951808903597394,-0.02244572230778837,-0.008108756430142604,-0.013154931948922864,-0.009358531216093717,-0.01724371299627113,-0.012491268298243803,-0.02166881464879932,-0.02458341793103746,-0.026942329999999997,-0.018773481230628594,-0.014412223440776212,-0.008604499708918993,-0.023879281456744134,-0.009374085068343472,-0.024448111638012002,-0.007860421447673705,-0.010241306375146541,-0.019239162804275185,-0.009299665661111841,-0.012101057077063968,-0.02253691309014266,-0.005693592654377502,0.003828800899296374,-0.026942330000000004,-0.026942330000000004,-0.007866216763718821,-0.01043766440002533,-0.015260340583951858,-0.01136650361351466,0.0013412301262908809,-0.023799773067955908,-0.010029938892166895,-0.026331271845018454,-0.016298756827982534,-0.026942330000000004,-0.011061726448550496,-0.012816263090125282,-0.026012011122519316,-0.02694233000000001,-0.007939282653927496,-0.01261732571184478,-0.008264013155784806,-0.02417114265121667,-0.00474063262053168,-0.02601201121142367,-0.003998838732094489,-0.005771227141285741,-0.0034411292919856915,-0.026942330000000004,-0.010366028372015345,-0.026942330000000004,-0.02277322100624234,-0.026942330000000004,-0.014288212238807111,0.005689437909690138,-0.026942330000000004,-0.006596254499916772,-0.002727306233619748,-0.005893142114730444,-0.009013769122138705,-0.02531725364080603,-0.005125444140623241,-0.0067210877389498064,-0.017886062764974654,-0.013163212923885838,-0.00846045847285488,-0.007388628381779024,-0.02410333510929045,-0.017176493768047998,-0.02317634141336788,-0.005531963377917173,-0.01686666933666587,-0.014961582787942513,-0.018032045608503876,-0.012936672137933479,-0.024506953715353153,-0.007209985172600302,-0.02028334546973303,-0.013766361226895178,-0.004902404927611815,-0.023434750887939608,-0.007826796609574367,-0.006035943489834982,-0.02465108761262027,-0.011800867261971658,-0.012400892908865946,-0.005241172003301652,-0.022439297529683527,-0.026942330000000004,-0.007474120730693865,-0.00756846398360835,-0.005659945668535043,-0.003925021812165144
HMR_2871,0.0005959607379372115,0.0002538486063457573,0.0005904023839493793,0.0003015282140382218,0.00010291758836054453,0.0001872356764667298,0.0002915075342340828,0.000549826147331403,0.00019777454707664888,0.0003208519987542162,0.0002292448018676608,0.00042057836576271044,0.0003046650804449708,0.000528507674360959,0.0006021907330008254,0.0006571299999999999,0.0004578897861128925,0.00035151764489698074,0.00020986584655899982,0.0005849423397636927,0.00022863622117910904,0.0005962954058051708,0.0001917175962847245,0.00025086909437231603,0.0004692478732750045,0.00022682111368565466,0.000295147733586926,0.0005496808070766502,0.00013946916346481612,1.9496427941228648e-05,0.0006571300000000001,0.0006571300000000001,0.0001918589454565566,0.0002545771804883946,0.0003738144023695731,0.0002784317120540473,6.829604671958797e-06,0.0005804822699501441,0.0002446326559065096,0.0006450058302583027,0.0003975306543410374,0.0006571300000000001,0.0002697982060622072,0.00031259178268598246,0.0006386712921084078,0.0006571300000000005,0.00019493271347276186,0.00030773965150840925,0.00020156129648255623,0.0005920917161086319,0.00011562518586662633,0.0006386712942912709,9.753265200230462e-05,0.00014076163759233515,8.392998273135833e-05,0.0006571300000000001,0.0002528299602930572,0.0006571300000000001,0.0005578484932001531,0.0006571300000000001,0.00034849298143431977,0.0,0.0006571300000000001,0.000160884256095531,6.6519664234628e-05,0.00014373517353001081,0.0002198480273692367,0.0006174939912391714,0.00012501083269812784,0.00016392896924267823,0.00043915538721836717,0.0003210539737533131,0.00020635264567938735,0.00018021044833607374,0.0005904307154499733,0.0004207521265586857,0.0005677232540708956,0.0001358259529349519,0.00041138217894306996,0.00036649608818424426,0.000439805990451314,0.00031552858873008484,0.0005977305784232477,0.0001770263177490565,0.0004968569753153132,0.0003357649079730531,0.00011957085189297109,0.0005715792899497465,0.00019089747828230163,0.00014820014529398986,0.0006012460393322017,0.0002878260307797965,0.00030246080265526696,0.00012783346349516222,0.0005509506773538533,0.0006571300000000001,0.00018229562757789914,0.00018459668252703294,0.000138047455330123,9.573223932110107e-05
HMR_2872,-0.0005959607379372115,-0.0002538486063457573,-0.0005904023839493793,-0.0003015282140382218,-0.00010291758836054453,-0.0001872356764667298,-0.0002915075342340828,-0.000549826147331403,-0.00019777454707664888,-0.0003208519987542162,-0.0002292448018676608,-0.00042057836576271044,-0.0003046650804449708,-0.000528507674360959,-0.0006021907330008254,-0.0006571299999999999,-0.0004578897861128925,-0.00035151764489698074,-0.00020986584655899982,-0.0005849423397636927,-0.00022863622117910904,-0.0005962954058051708,-0.0001917175962847245,-0.00025086909437231603,-0.0004692478732750045,-0.00022682111368565466,-0.000295147733586926,-0.0005496808070766502,-0.00013946916346481612,-1.9496427941228648e-05,-0.0006571300000000001,-0.0006571300000000001,-0.0001918589454565566,-0.0002545771804883946,-0.0003738144023695731,-0.0002784317120540473,-6.829604671958797e-06,-0.0005804822699501441,-0.0002446326559065096,-0.0006450058302583027,-0.0003975306543410374,-0.0006571300000000001,-0.0002697982060622072,-0.00031259178268598246,-0.0006386712921084078,-0.0006571300000000005,-0.00019493271347276186,-0.00030773965150840925,-0.00020156129648255623,-0.0005920917161086319,-0.00011562518586662633,-0.0006386712942912709,-9.753265200230462e-05,-0.00014076163759233515,-8.392998273135833e-05,-0.0006571300000000001,-0.0002528299602930572,-0.0006571300000000001,-0.0005578484932001531,-0.0006571300000000001,-0.00034849298143431977,0.0,-0.0006571300000000001,-0.000160884256095531,-6.6519664234628e-05,-0.00014373517353001081,-0.0002198480273692367,-0.0006174939912391714,-0.00012501083269812784,-0.00016392896924267823,-0.00043915538721836717,-0.0003210539737533131,-0.00020635264567938735,-0.00018021044833607374,-0.0005904307154499733,-0.0004207521265586857,-0.0005677232540708956,-0.0001358259529349519,-0.00041138217894306996,-0.00036649608818424426,-0.000439805990451314,-0.00031552858873008484,-0.0005977305784232477,-0.0001770263177490565,-0.0004968569753153132,-0.0003357649079730531,-0.00011957085189297109,-0.0005715792899497465,-0.00019089747828230163,-0.00014820014529398986,-0.0006012460393322017,-0.0002878260307797965,-0.00030246080265526696,-0.00012783346349516222,-0.0005509506773538533,-0.0006571300000000001,-0.00018229562757789914,-0.00018459668252703294,-0.000138047455330123,-9.573223932110107e-05
