,L_MODEL1707110525,L_MODEL1707110526,L_MODEL1707110527,L_MODEL1707110528,L_MODEL1707110529,L_MODEL1707110530,L_MODEL1707110531,L_MODEL1707110532,L_MODEL1707110533,L_MODEL1707110534,L_MODEL1707110535,L_MODEL1707110536,L_MODEL1707110537,L_MODEL1707110538,L_MODEL1707110539,L_MODEL1707110540,L_MODEL1707110541,L_MODEL1707110542,L_MODEL1707110543,L_MODEL1707110688,L_MODEL1707110791,L_MODEL1707110975,L_MODEL1707111000,L_MODEL1707111001,L_MODEL1707111002,L_MODEL1707112651,L_MODEL1707112652,L_MODEL1707112653,L_MODEL1707112654,L_MODEL1707112655,L_MODEL1707112656,L_MODEL1707112657,L_MODEL1707112658,L_MODEL1707112659,L_MODEL1707112660,L_MODEL1707112661,L_MODEL1707112662,L_MODEL1707112663,L_MODEL1707112664,L_MODEL1707112665,L_MODEL1707112666,L_MODEL1707112667,L_MODEL1707112668,L_MODEL1707112669,L_MODEL1707112670,L_MODEL1707112671,L_MODEL1707112672,L_MODEL1707112673,L_MODEL1707112674,L_MODEL1707113217,S_MODEL1707112675,S_MODEL1707112676,S_MODEL1707112677,S_MODEL1707112678,S_MODEL1707112679,S_MODEL1707112680,S_MODEL1707112681,S_MODEL1707112682,S_MODEL1707112683,S_MODEL1707112684,S_MODEL1707112685,S_MODEL1707112686,S_MODEL1707112687,S_MODEL1707112688,S_MODEL1707112689,S_MODEL1707112690,S_MODEL1707112691,S_MODEL1707112692,S_MODEL1707113891,S_MODEL1707114025,S_MODEL1707114026,S_MODEL1707114027,S_MODEL1707114599,S_MODEL1707114600,S_MODEL1707114601,S_MODEL1707114602,S_MODEL1707114603,S_MODEL1707114604,S_MODEL1707114605,S_MODEL1707114606,S_MODEL1707114607,S_MODEL1707114608,S_MODEL1707114609,S_MODEL1707114610,S_MODEL1707114611,S_MODEL1707114612,S_MODEL1707114613,S_MODEL1707114614,S_MODEL1707114615,S_MODEL1707114616,S_MODEL1707114617,S_MODEL1707114618,S_MODEL1707114619,S_MODEL1707114620,S_MODEL1707114621,S_MODEL1707114622,S_MODEL1707114623,S_MODEL1707114624,S_MODEL1707114625,S_MODEL1707114626
HMR_3905,0.0,170.50281397529224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875206343330613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMR_3907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.09159491299016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMR_4097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.0644990770406,0.0,58.34160778695455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0259256608895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.28276257952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMR_4099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.056486848707095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.240744898679768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.003601009982709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMR_4108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.15046210268758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.9286195791239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.1763604347679,176.2259143431501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMR_4133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.15046210268758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.9286195791239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.1763604347679,176.2259143431501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMR_4137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.21053946647228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.21900025022867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.19876581842009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.34940178833817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277.2223390575252,0.0,48.115888985993685,0.0,0.0,4.398678174636248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.939974880673672,0.0,0.0,0.0,42.71455620370166,0.0,0.0,0.0,0.0,0.0
HMR_4388,0.0,0.0,0.0,-75.23384219734794,-41.145113978542575,0.0,430.6716661529351,-440.98586319157675,872.6443793326271,7.209835287242168,-164.25682973244494,-757.9401810448753,0.0,827.210682813328,0.8124549936098902,9.351587476382175,0.0,-425.1172395780154,0.0,-189.22452601153282,-769.8343155449118,0.0,-632.2913548429474,-12.693309956978496,0.0,-872.9213624264133,-783.4570995937255,0.0,0.0,-210.19684902389696,75.3696698687744,131.86087775182727,-174.56337871401067,0.0,-9.096438127583443,-58.13228749139565,37.10645613572789,0.0,-619.5188334086064,0.0,-143.813034825594,0.0,-684.2943297015295,94.99976071981015,0.0,0.0,0.0,-353.65989445435093,0.0,-97.33962244383792,44.87927279956652,0.0,-41.22168217157459,750.447460604487,88.4819961602781,0.0,-132.3015508239065,0.0,0.0,-77.23227023737365,1000.0,0.0,0.0,0.0,119.00890152535271,1.2789769243681803e-13,0.0,0.0,981.927553857838,84.51792068686689,-0.028055865089043237,-171.55413760216686,0.0,-28.40537351291958,0.0,0.0,208.49232906981717,0.0,-362.4520264370715,227.29647961085786,22.30417009069913,634.0999804286278,0.0,0.0,9.221640664211128,0.0,167.60932385228062,0.0,0.0,262.4130803274616,-206.62038857768314,-6.118290341113493,0.0,-515.9230087929432,122.97962655012255,0.0,0.0,0.0,96.34199431150265,275.79744840307364
HMR_4283,-3.3222421501320407,0.0,79.07325328742546,-937.677432598079,0.0,-271.614763329428,-6.329208673227822,-788.328872337644,0.0,-999.9999999999986,-506.2417272027292,0.0,615.9905261278466,598.594279674793,0.0,91.77419655325194,0.0,-201.01318831904632,-181.741482177624,0.8162782390139682,-997.9651920703594,0.0,-1000.0,-391.6525818622971,-1000.0,-396.62785730586586,-1000.0,0.0,-173.69910598191643,-63.12257541893761,-6.0648,-54.44212711027283,0.0,-890.5463621730518,-171.79445359115851,0.0,-501.02781105499685,0.0,-748.6661480527766,9.507387064982451,-666.0313878731797,0.0,0.0,0.0,0.0,-7.820999999999998,0.0,-1000.0,-96.19944727509484,15.795850705823781,263.895638756839,0.0,-672.6661436381877,-164.5536339767424,631.4538173507874,0.0,1.727965541972788e-12,-121.76681587568245,0.0,0.0,996.7816635898905,-3.907985046680551e-14,0.0,-158.9752992482144,-186.52377217758865,-202.8277221333584,-471.00529189673625,0.0,225.91871080471716,-599.3074011572595,-696.0778734201136,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.717047816435326,-120.92875297567647,531.2391832419711,683.7267063838026,-214.90527929275993,0.0,-347.9187411648229,-2.370767378398178,-373.67302869337686,-344.37189956728804,-1000.0,0.0,0.0,-62.67159562431444,-810.3516500876594,0.0,15.010292593156842,-2.2742999999999998,0.0,0.0,218.35228194467913,-1000.0
HMR_8357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.69543359698513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.663750964002297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476.3443003712861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMR_4379,47.0511860809838,253.7546850287963,0.0,464.5216155084942,272.2918937365901,150.06778337451112,137.57955215033587,558.4339208787403,283.44533684209364,310.0296368176554,607.824084386943,82.56127446352029,0.0,43.6997993004695,143.47049447336553,47.24931431206518,116.80734224510718,201.01318831904632,200.16350997970883,102.23940234558972,638.8123773914579,51.888934211771144,514.6017574719144,251.62310000373193,0.0,264.4185715372435,524.4623625539604,58.17872227118019,270.8806207734133,63.12257541893761,0.0,50.04889000000015,0.0,432.27698797028916,88.74639824595918,362.4810285118452,292.4658872586067,0.0,281.67894149350667,0.0,546.2180126671782,48.153639999999946,82.86638394104702,0.0,49.636836331289025,55.41243028562056,136.7925764908712,587.9971602132921,110.00908511134307,0.0,285.5428622075712,114.30280756740424,467.18773212118106,453.51252292710944,345.750054384139,288.69387575207116,15.4049991586585,105.04917665438074,44.486655663720356,39.35084000000002,0.0,0.0,408.15947999510195,104.02599713537008,0.0,578.5565203804913,252.24689706842054,0.0,146.56182520804873,748.7650881250497,0.0,398.87697538714934,0.0,30.46293081803323,0.0,91.79297347177894,76.43370825605632,128.5515145426552,103.64145305444809,440.94909176728663,88.40510913587309,0.0,175.49450474337434,25.496215439340233,0.0,181.8411773625955,618.3546783445645,47.70212336637202,891.2452683654939,95.879164439708,96.60988832385223,135.33099974914268,606.8273381118731,44.05647481007833,7.737079735983855,0.0,57.662770906544296,0.0,0.0,568.2257906353678
HMR_4301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.906140101066164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.267781296560997,24.54554795920841,0.0,0.0,546.9156635150719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.142026957376345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403.762263533953,0.0
HMR_4358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,721.6912486964388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.362051605056024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,986.3295454162544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362.37623767075286,0.0,0.0,0.0,821.4885480576656,618.8894041994173,0.0,0.0,0.0,0.0,0.0,0.0,651.4332419594721,0.0,0.0,0.0,0.0,0.0,0.0,999.9999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,935.912162073082,0.0,0.0,0.0,0.0,0.0,0.0,931.4490119020932,0.0,943.5979384814381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548.9393669129659
HMR_4360,0.0,4.42137389960376e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5347723092418164e-12,261.1719353967964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.52058384383884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.625921786282902,0.0,0.0,0.0,0.0,0.0,254.53576880189203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322.8705340757914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.96478052280122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.8850166900354,0.0,0.0,0.0,0.0
HMR_4363,7.460698725481052e-14,0.0,-10.775452211008618,0.0,646.7082814884349,0.0,-138.93165248866882,397.35806605929446,999.9999999999999,4.441822475106695,1000.0,0.0,1000.0,1000.0,0.0,9.35158747638219,0.0,105.47414521578617,0.0,0.0,0.0,-0.07974398444411981,0.0,0.7807831318159515,0.0,0.0,3.966143238150063,0.0,0.0,14.845828690009583,0.0,0.0,-38.04765252587828,3.2306310255368125,-52.8351754998225,0.0,0.0,0.0,0.0,-19.02939979786772,0.0,3.7904999999999855,1000.0,-4.647716426966008,0.0,-9.229865872472317,1.8510741522735317,129.4726907579394,189.31520686410371,0.0,1000.0,0.0,0.0,1000.0,1000.0,754.3919093801782,2.8410607200157756e-13,26.349012724973218,0.0,0.0,1000.0,27.820854604847405,904.4928373415038,0.0,1000.0,1000.0,0.0,-13.899041473097892,1000.0,999.9999999999993,0.0,656.5168356064801,-3.325732787697087e-14,-255.89396541734087,20.47533280453746,0.0,0.0,0.0,12.581860353628542,1000.0000000000008,956.5122862338625,1000.0,0.0,0.0,0.0,134.5139546156188,968.7086060589686,0.0,1000.0,226.97147956961695,0.0,164.14710542880943,0.0,0.0,110.42534845743783,-150.53845340413253,0.0,0.6388815532257407,1000.0,1000.0
HMR_4365,7.460698725481052e-14,0.0,-10.775452211008618,0.0,646.7082814884349,0.0,-138.93165248866882,397.35806605929446,999.9999999999999,4.441822475106695,1000.0,0.0,1000.0,1000.0,0.0,9.35158747638219,0.0,105.47414521578617,0.0,0.0,0.0,-0.07974398444411981,0.0,0.7807831318159515,0.0,0.0,3.966143238150063,0.0,0.0,14.845828690009583,0.0,0.0,-38.04765252587828,3.2306310255368125,-52.8351754998225,0.0,-2.4646951146678475e-14,0.0,0.0,-19.02939979786772,0.0,3.7904999999999855,1000.0,-4.647716426966008,0.0,-9.229865872472317,1.8510741522735317,129.4726907579394,189.31520686410371,0.0,1000.0,0.0,0.0,1000.0,1000.0,754.3919093801782,0.0,26.349012724973218,0.0,0.0,1000.0,27.820854604847405,904.4928373415038,0.0,1000.0,1000.0,0.0,-13.899041473097892,1000.0,1000.0,0.0,184.4682132528141,-3.325732787697087e-14,-255.89396541734087,20.47533280453746,0.0,0.0,0.0,12.581860353628542,1000.0,956.5122862338625,1000.0,0.0,0.0,0.0,134.5139546156188,968.7086060589686,0.0,1000.0,226.97147956961695,-1.865174681370263e-14,164.14710542880943,0.0,0.0,110.42534845743783,-150.53845340413253,0.0,0.6388815532257407,1000.0,1000.0
HMR_4368,0.0,0.0,-10.775452211008618,0.0,665.0527417862055,-279.850517466902,0.0,346.25187512071824,999.9999999999999,0.0,1000.0,0.0,1000.0,1000.0,0.0,9.35158747638219,149.27592494008977,0.0,0.0,0.0,0.0,0.0,-193.993982091739,0.7807831318159515,-598.4378853693365,0.0,-78.06336242966564,0.0,0.0,0.0,0.0,-31.695350915646955,-311.34306680952494,-50.713019564720355,-212.68691848372774,0.0,0.0,0.0,-215.6425204537709,-19.02939979786772,355.92432401655776,0.0,1000.0,-54.85913692621582,0.0,-9.229865872472317,0.0,12.15452753547828,0.0,0.0,1000.0,79.7158442989195,-236.2084901866154,1000.0,1000.0,711.1335435994173,-210.211718725862,26.349012724973218,0.0,0.0,773.4152394335792,0.0,904.4928373415038,-228.84168252364427,1000.0,855.242902270451,-242.38085880993899,-13.899041473097892,798.9927654403205,999.9999999999993,-418.2405130555101,184.46821325281343,-171.5397322976428,-255.89396541734087,-134.29261132220415,7.5296317121832255,0.0,0.0,0.0,1000.0000000000008,1000.0,1000.0,0.0,-569.6491579008672,0.0,134.5139546156188,968.7086060589685,0.0,1000.0,0.0,0.0,0.0,114.21971712026269,-352.0843411778774,0.0,-269.35608701430886,-106.73774148458924,0.0,1000.0,1000.0000000000007
HMR_4370,0.0,0.0,0.0,0.0,0.0,0.0,72.92972856183985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMR_4373,0.0,0.0,-10.775452211008618,0.0,665.0527417862055,-279.850517466902,72.92972856183985,346.25187512071824,1000.0,0.0,1000.0,0.0,1000.0,1000.0,0.0,9.35158747638219,149.27592494008977,0.0,0.0,0.0,0.0,0.0,-193.993982091739,0.7807831318159515,-598.4378853693365,0.0,-78.06336242966564,0.0,0.0,0.0,0.0,-31.695350915646955,-311.34306680952494,-50.713019564720355,-212.68691848372774,0.0,0.0,0.0,-215.6425204537709,-19.02939979786772,355.92432401655776,0.0,1000.0,-54.85913692621582,0.0,-9.229865872472317,0.0,12.15452753547828,-2.5579538487363607e-13,5.684341886080802e-14,1000.0,79.7158442989195,-236.2084901866154,1000.0,1000.0,711.1335435994173,-210.211718725862,26.349012724973218,0.0,0.0,773.4152394335792,0.0,904.4928373415038,-228.84168252364427,1000.0,855.242902270451,-242.38085880993899,-13.899041473097892,798.9927654403205,999.9999999999993,-418.2405130555101,184.46821325281343,-171.5397322976428,-255.89396541734087,-134.29261132220415,7.5296317121832255,0.0,0.0,0.0,1000.0000000000008,999.9999999999983,1000.0,0.0,-569.6491579008672,0.0,134.5139546156188,968.7086060589685,0.0,1000.0,0.0,0.0,0.0,114.21971712026269,-352.0843411778774,0.0,-269.35608701430886,-106.73774148458924,0.0,1000.0,1000.0000000000007
HMR_4375,47.0511860809838,253.7546850287963,0.0,464.5216155084942,272.2918937365901,150.06778337451112,137.57955215033587,558.4339208787403,283.44533684209364,310.0296368176554,607.824084386943,82.56127446352029,0.0,43.6997993004695,143.47049447336553,47.24931431206518,116.80734224510718,201.01318831904632,200.16350997970883,102.23940234558972,638.8123773914579,51.888934211771144,514.6017574719144,251.62310000373193,0.0,264.4185715372435,524.4623625539604,58.17872227118019,270.8806207734133,63.12257541893761,0.0,50.04889000000015,-64.20264462697193,432.27698797028916,88.74639824595918,362.4810285118452,292.4658872586067,0.0,281.67894149350667,34.906140101066164,546.2180126671782,48.153639999999946,82.86638394104702,0.0,49.636836331289025,55.41243028562056,136.7925764908712,587.9971602132921,110.00908511134307,0.0,285.5428622075712,114.30280756740424,467.18773212118106,453.51252292710944,345.750054384139,288.69387575207116,15.4049991586585,105.04917665438074,44.486655663720356,39.35084000000002,18.267781296560997,24.54554795920841,408.15947999510195,104.02599713537008,546.9156635150719,578.5565203804913,252.24689706842054,0.0,146.56182520804873,748.7650881250497,0.0,398.87697538714934,38.142026957376345,30.46293081803323,0.0,91.79297347177894,76.43370825605632,128.5515145426552,103.64145305444809,440.94909176728663,88.40510913587309,0.0,175.49450474337434,25.496215439340233,0.0,181.8411773625955,618.3546783445645,47.70212336637202,891.2452683654939,95.879164439708,96.60988832385223,135.33099974914268,606.8273381118731,44.05647481007833,7.737079735983855,-24.083186702066342,57.662770906544296,0.0,403.762263533953,568.2257906353678
HMR_4377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.20264462697193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.083186702066342,0.0,0.0,0.0,0.0
HMR_4381,-148.89399404990672,419.64877982141854,0.0,0.0,0.0,0.0,137.57955215033587,233.4737369100543,-716.554663157906,0.0,-58.842582279723274,0.0,-1000.0,-213.54081021955813,0.0,0.0,-187.16615183659692,0.0,0.0,0.0,0.0,-95.92581680003158,514.6017574719144,0.0,0.0,0.0,524.4623625539604,52.33608252579975,0.0,0.0,-12.1296,50.04889000000015,-79.53686902888938,0.0,-82.34636367848667,-1.3369781451873857,-73.29128997370339,0.0,-163.46526435437818,0.0,0.0,48.153639999999946,-677.1891022777152,-221.53735894924858,0.0,55.41243028562056,0.0,0.0,-82.38980943884661,-217.05407084431778,-714.4571377924281,0.0,0.0,-546.4874770728906,-33.91147826914454,-265.51000000000005,0.0,28.818666070592442,44.486655663720356,0.0,-141.8838144659445,0.0,-258.50718667156474,0.0,-305.49915237647065,443.33803895825235,252.24689706842054,-70.10191015326718,-853.4381747919509,82.0984214583826,0.0,0.0,38.142026957376345,0.0,-81.704436959163,91.79297347177894,-2.602350871156727,128.5515145426552,0.0,-150.8643361174428,-633.1646962418342,-1000.0,0.0,0.0,165.19837426800157,0.0,-48.3119883221018,47.70212336637202,224.57860169882724,-61.610128812084405,0.0,135.33099974914268,606.8273381118731,0.0,-354.86427616545063,0.0,0.0,0.0,-262.90440313271375,-38.68011940125324
HMR_4391,-43.728943930851756,0.0,0.0,240.8950093353377,256.61490118132076,-158.3035375119851,-58.32061491526832,422.0007853576844,216.55466315790642,534.9555447735154,565.084309482453,-81.10566997543714,-115.99052612784642,229.08561626472715,-39.64773025177513,-30.422357409557183,32.468582694982565,0.0,-18.422027802084845,-102.23940234558933,361.1876226085422,-38.94217431362945,291.40426043634653,10.259404369615396,401.5621146306635,0.0,397.4742750163737,-61.10004214387041,-84.2029392919415,0.0,0.0,-81.74424091564711,-127.55773940067317,188.69935323819507,-129.11721076129086,200.44783042093303,58.081751442347496,-2.3462921449554517,28.772583181556627,-65.19163989893386,475.73769922255923,-48.153639999999946,60.76157257828582,-150.4442783480426,-48.74026366464073,-56.82129615809288,-137.2130809519547,423.80234254807954,-110.00908511134341,-14.969595619628958,-49.438500964410906,0.0,216.12251352018356,211.04111104963314,-167.03463806156816,145.33772997131052,-233.3192174638514,4.951396654380779,-49.614058606128935,-59.02626000000003,-321.7100033341251,0.0,163.00002401306853,-225.90537897848495,213.40070071674546,411.9048633121986,-23.62246398162327,0.0,-73.4877705724455,517.2089796988755,277.83736036460255,586.152750172089,-212.97178908784906,-285.73319525893,-90.0532348887955,-84.2633417595957,-115.9517378196632,-129.7311288801433,-88.42712153804366,384.0729472660257,19.57080493330048,-183.72670638380268,0.0,-595.1453733402075,430.51792829882413,-44.493099795575674,390.6936230744478,-47.70212336637202,775.4213983011729,-174.62381106560423,-99.57404572359033,-72.65940412482828,317.744029096049,-396.91851348958477,-189.03775768670118,-242.99860031224247,-164.40051239113353,0.0,44.55212118803473,431.77420936463284
