,SKM_old_train_01.xml,SKM_old_train_02.xml,SKM_old_train_03.xml,SKM_old_train_04.xml,SKM_old_train_05.xml,SKM_old_train_06.xml,SKM_old_train_07.xml,SKM_old_train_08.xml,SKM_old_train_09.xml,SKM_old_train_10.xml,SKM_old_train_11.xml,SKM_old_train_12.xml,SKM_old_untr_01.xml,SKM_old_untr_02.xml,SKM_old_untr_03.xml,SKM_old_untr_04.xml,SKM_old_untr_05.xml,SKM_old_untr_06.xml,SKM_old_untr_07.xml,SKM_old_untr_08.xml,SKM_old_untr_09.xml,SKM_old_untr_10.xml,SKM_old_untr_11.xml,SKM_old_untr_12.xml
HMGCOASi,0.0,0.0,0.0,0.0,-1.928804455601715e-15,0.0,0.0,3.304023721284466e-13,-3.3474457773586937e-14,10.918969628154935,0.0,0.0,15.012113773360506,0.0,0.0,0.0,0.0,0.0,12.214421687511473,-5.502434880787173e-14,10.568214880100307,0.0,0.0,0.0
HMGCOASim,3.7556977426741214,46.86388946884627,163.88058200009476,85.55641002720006,111.67853737024758,69.30997875021474,82.42346916924036,91.80211816548216,121.94320383383761,63.681319880780975,72.6146055458452,59.8792670384969,113.46910670860376,87.40017073808832,58.981115342648785,82.90135767980703,91.46032645023215,56.364341592291986,127.53737975905133,114.08869619244165,148.01728998905355,84.09506146220212,102.22909331886036,29.629216026180305
HMGLm,3.7556977426741214,35.940478633343545,163.88058200009473,78.71083711871667,111.67853737024758,45.542548755323025,78.12898316141528,91.80211816548201,121.99863719374758,63.68131988078103,60.67793331583159,59.8792670384969,113.46897739729053,51.800695247756046,58.98111534264879,0.0,63.18860406427498,0.0,127.53737975905133,114.08869619244152,112.97861989444328,84.09506146220212,102.22909331886038,0.0
HMGLx,6.575178063627763e-05,0.0,3.3306690738754696e-14,6.845572908483393,0.0,28.5517251712169,8.052161264672034,1.954018760275825e-13,0.0,16.37845444223231,1.1247361773837454,3.158305484893158,22.517718070444428,55.37696187385021,8.231495150856693,135.33857402094435,0.0831500398648739,85.5478789415169,18.321632531267205,-4.297402583054151e-14,0.0,0.0,-5.684341886080802e-14,0.0
HOXG,0.0,0.40961174241719456,0.0,0.0,0.0,0.6096721249645347,0.0,1.6683000138222912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7910663883880232,0.0,0.0,0.0,0.03361844499134965,0.0,9.43689570931382e-16,0.0
HPDCACRNCPT1,0.0,0.0,0.0,0.0,1.77952492310981,0.0,0.0,0.0,0.0,0.0,0.0,1.77952492310981,0.0,0.0,0.0,0.0,0.0,1.77952492310981,0.0,0.0,0.0,0.0,0.0,1.184237892933494e-15
HPDCACRNCPT2,0.0,0.0,0.0,0.0,1.77952492310981,0.0,0.0,0.0,0.0,0.0,0.0,1.77952492310981,0.0,0.0,0.0,0.0,0.0,1.77952492310981,0.0,0.0,0.0,0.0,0.0,1.184237892933494e-15
HPYRDC,0.0,0.0,0.0,0.0,0.0,4.0904715214301905,-1.1403032241417085e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.8546943414985435e-13,0.0,0.0,0.0,0.0
HPYRRy,0.0,0.0,0.0,19.590823687831346,0.0,0.8221535004913344,4.7361869799576777e-14,0.0,14.784868200923675,0.0,0.0,18.916436830724564,9.57597261799841,25.64498767685368,14.260720087817097,0.0,0.0,33.96942443961594,15.956164127973501,0.0,0.1344737799652199,0.0,14.226609279292342,2.6006281481381063e-14
HSD17B1,0.0,0.0,0.0,0.0,1.3777174682869394e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.166300079729987,0.0,0.0,0.0,0.0,0.0,0.0,9.860761315262617e-32,-22.76561615613592
HSD17B42x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0655312086049443e-16,-8.377185980257947e-19,0.1663000797299823,0.0,1.3184990922345288,0.0,0.0,0.08315003986499858,0.0,0.0,-1.3810932959508962e-13,0.0,0.0,-7.105427357601002e-15,0.0
HSD17B4x,0.0,0.0,1.0989587223864261,0.0,0.0,0.1785299089803628,0.0,2.0702426394542068e-14,0.0,0.0,0.0,0.0,0.0,1.3184990922345288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSD17B7r,0.0,0.0,0.0,0.0,-1.3777174682869394e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166300079729987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.76561615613592
ICDHxm,81.2286677797857,0.0,0.0,0.0,34.516192072603076,45.36401884634265,0.0,39.69836496841001,68.1003710392608,0.0,0.0,30.804605699504478,0.0,0.0,0.0,0.0,0.0,49.048011419307805,0.0,59.98423548378795,0.0,71.46428245024846,0.0,0.0
ICDHy,0.0,0.0,0.0,44.72039525483173,0.0,0.0,0.0,0.0,0.0,53.76573753919464,38.52256440264761,28.122192564419194,0.0,0.0,58.98111534264879,0.0,48.95857473098393,0.0,4.814751253730683,0.0,0.0,-7.105427357601002e-15,16.96203527657515,26.4465100119736
ICDHyp,0.0,0.0,1.8147381633096262,-3.665953079264094e-16,0.0,0.1785299089803628,0.5368107509781355,2.0702426394542068e-14,0.166300079729987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08315003986480633,0.0,0.0,0.0,-9.868649107779182e-17,0.0,0.0,0.0
ICDHyrm,0.0,0.0,0.0,-4.498732329496482e-16,0.0,0.0,13.951868427440525,0.0,0.0,-4.258001378412409,0.0,0.0,5.7359448469915675,30.12933684653602,0.0,0.0,5.986944636651451,0.0,44.62134712652115,0.0,24.447891286592977,0.0,21.19825579233388,0.0
ILETAm,0.0,0.0,0.0,28.921675132592224,0.0,0.0,0.0,0.0,0.0554333599100059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.709538302797775,0.0,7.759742514484041,0.0,0.0,28.92167513259217,13.904244867081607
IMPC,-0.0003923184357826675,4.850968886806015e-15,-0.11733729743558488,0.0,0.0,0.0,2.9605947323337506e-16,-3.6699537771469636e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.643232888779619e-14
LALDO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.173431032674469,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LALDO2x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.173431032674469,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAPCOAl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1558939932490318e-13,0.0,0.0,0.00012931131323057343,0.0,0.0,0.0,18.34535569527713,58.17106172288528,0.0,0.0,6.860145453315866e-14,0.0,0.0,38.541655706333906
LCADi,0.00010958630106046271,0.0,0.0,8.700789304642345,0.0,0.0,0.0,-5.92306980428791e-15,0.0,0.0,0.0,0.0,17.569656463859726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDH_L,0.0,0.0,1.8147381633096262,8.700789304642345,0.0,0.0,0.0,0.0,0.1385833997749892,0.0,0.0,0.0,17.569656463859726,0.0,8.231495150856697,0.0,0.0,0.0,0.0,-6.827871601444672e-14,0.0,0.0,0.0,0.0
LNELDCCPT1,0.0,0.0,0.0,0.0,0.0,4.6074255521944e-15,0.0,0.0,0.0,0.0,0.0,0.0,-3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.266801988768512,0.0
LNELDCCPT2,0.0,0.0,0.0,0.0,13.714265096533222,4.6074255521944e-15,0.0,0.0,0.0,6.723077596939862,0.0,0.0,-3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,-6.869864483618433e-14,0.0,0.0,0.0,0.0
LNLCCPT1,0.0,0.0,4.8311310308090105,0.0,0.0,27.093650072664502,0.0,18.36735510438422,3.9876061904667204e-18,2.4868995751603507e-14,13.840028470261021,20.690239037658074,25.920347535952136,19.645422281143272,2.2911934665584805e-15,19.553046487409187,28.52715200376951,0.0,27.89340910461641,0.0,0.0,0.0,14.26680198876852,0.0
LNLCCPT2,0.0,0.0,4.8311310308090105,0.0,0.0,27.093650072664502,0.0,18.36735510438422,3.9876061904667204e-18,2.4868995751603507e-14,13.840028470261021,20.690239037658074,25.920347535952136,19.645422281143272,2.2911934665584805e-15,19.553046487409187,28.52715200376951,0.0,27.89340910461641,0.0,0.0,0.0,14.26680198876852,0.0
LNLNCACPT1,0.0,4.1633368983032,4.1633368983032,0.0,4.163336898303207,0.0,0.0,0.0,0.0,4.163336898303194,4.1633368983032,0.0,4.1633368983031955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1633368983032,0.0,0.0,0.0
LNLNCACPT2,0.0,4.1633368983032,4.1633368983032,0.0,4.163336898303207,0.0,0.0,0.0,0.0,4.163336898303194,4.1633368983032,0.0,4.1633368983031955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1633368983032,0.0,0.0,0.0
LNSTLSr,0.0,0.0,0.0,0.0,0.0,0.1785299089803627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LPS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1510149568372202e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.280005861841249,3.4993062218475453e-15,0.0,0.0,0.0
LPS3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1510149568372202e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.280005861841249,0.0,0.0,0.0,0.0
LSTO1r,0.0,0.0,0.0,0.0,0.0,0.1785299089803627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M1316Mg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.209502792867998e-16,-2.6021453470832056e-31,0.048566935476840684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4809524362910584,-7.038515796818136e-15,0.0,0.0,1.151098105667092,0.0
M13N2Tg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.209502792867998e-16,-2.6021453470832056e-31,0.048566935476840684,-2.233916261402119e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4809524362910584,-7.038515796818136e-15,0.0,0.0,1.151098105667092,0.0
M14NTg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.369806099505962e-16,0.048566935476840684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4809524362910584,0.0,-1.830617117891682e-15,0.0,1.151098105667092,0.0
M16NTg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.209502792867998e-16,-2.6021453470832056e-31,0.048566935476840684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4809524362910584,-7.038515796818136e-15,0.0,0.0,1.151098105667092,0.0
MACACI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8230105156341476e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.700866014406109,2.3482485274153038
MAN1PT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4371024192915661,-2.233916261402119e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.328571926619526,-7.038515796818136e-15,0.0,0.0,10.35988295100383,0.0
MAN6PI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4371024192915661,1.1482150739236992e-17,0.0,-8.28406923453541e-16,0.0,0.0,0.0,-8.881784197001251e-16,0.0,-13.328571926619526,7.038515796818136e-15,0.0,0.0,-10.35988295100383,0.0
MCD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.756908884464806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.60502932105907,0.0,0.0
MCDp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.231495150856695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDH,0.0,0.0,0.0,0.0,0.0,-0.17852990898035825,0.0,-21.02407237777803,0.0,0.0,-49.73286681025418,0.0,-45.57315207105966,0.0,0.0,0.0,0.0,-3.755915819152148,-36.64326506253442,0.0,0.0,0.0,0.0,-8.7005480296783
MDHm,0.0,0.0,-63.61079961549431,0.0,0.0,0.0,-60.421198914822554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.423300751508918,0.0,0.0,-46.81465611259143,0.0,0.0,0.0
ME1m,79.35692504983544,35.61426130731286,0.0,0.0,0.0,0.17852990898035823,0.0,0.0,0.0,49.5077361607822,0.0,0.0,24.829790886479735,0.0,0.0,2.89407662964767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ME2,0.0,3.6473874293837776,67.13250507561683,10.890034383188999,81.1829186084852,0.0,78.36157177388434,55.85966901622409,57.487881893908934,17.929499539150918,59.951563493424544,71.60071914420774,29.528189416509765,10.835679200610011,0.0,0.0,22.22412462859537,32.56235642621634,112.73650729602534,50.2245894514115,91.21449419648195,57.630175926355236,94.19948940806893,18.934678373669254
ME2m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.834106523892945,0.0,0.0
METAT,0.0,3.2770232506508163,0.11733729743562525,0.0,0.0,0.9654353872664505,0.0,0.0,0.0,0.00012931131323776354,3.356054433527333,0.0,0.000129311313237557,0.0,0.0,0.0,8.481516715787173,0.0,0.0,0.000129311313237473,13.68206549241317,0.0,1.7763568394002453e-15,8.888764807854093
METS,0.0,3.2770232506508163,0.0,0.0,0.0,0.9654353872664505,0.0,0.0,0.0,0.00012931131323776354,3.356054433527306,0.0,0.000129311313237557,0.0,0.0,0.0,8.481516715787173,0.0,0.0,0.00012931131323747297,13.68206549241317,0.0,1.7763568394002453e-15,8.888764807854093
MG1er,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.209502792867998e-16,-2.6021453470832056e-31,0.048566935476840684,-2.233916261402119e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4809524362910584,-7.038515796818136e-15,0.0,0.0,1.151098105667092,0.0
MG2er,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.209502792867998e-16,-2.6021453470832056e-31,0.048566935476840684,-2.233916261402119e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4809524362910584,-7.038515796818136e-15,0.0,0.0,1.151098105667092,0.0
MG3er,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.209502792867998e-16,-2.6021453470832056e-31,0.048566935476840684,-2.233916261402119e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4809524362910584,-7.038515796818136e-15,0.0,0.0,1.151098105667092,0.0
MGSA,0.00010958630106046271,0.0,0.0,8.700789304642345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.569656463859726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.074349270001153e-17,0.0,0.0,0.0
MI1345PP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8963023341303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MI134PP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8963023341303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MI145PK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8963023341303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MI34PP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8963023341303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MI3PP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8963023341303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MM5ag,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.209502792867998e-16,0.0,0.048566935476840684,-2.233916261402119e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4809524362910584,0.0,0.0,0.0,0.0,0.0
MM5bg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6021453470832056e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.038515796818136e-15,0.0,0.0,1.151098105667092,0.0
MM6ag,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.209502792867998e-16,0.0,0.048566935476840684,-2.233916261402119e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MM6B1ag,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6021453470832056e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.038515796818136e-15,0.0,0.0,1.151098105667092,0.0
MM6bg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4809524362910584,0.0,0.0,0.0,0.0,0.0
MM7Ag,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.209502792867998e-16,0.0,0.048566935476840684,-2.233916261402119e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MM7B1g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6021453470832056e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.038515796818136e-15,0.0,0.0,1.151098105667092,0.0
MM8Ag,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.209502792867998e-16,0.0,0.048566935476840684,-2.233916261402119e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4809524362910584,0.0,0.0,0.0,0.0,0.0
MM8Ber,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6021453470832056e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.038515796818136e-15,0.0,0.0,1.151098105667092,0.0
MMCDm,0.0,22.301857461418855,0.0,0.0,0.0,0.0,0.0,26.351964857831653,0.0,0.0,33.1018426847896,0.0,0.0,0.0,46.41558998125847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MMEm,0.0,22.301857461418855,0.0,-14.39961817605363,-4.67360155275748,0.0,0.0,26.351964857831653,0.0,-37.78437731281308,33.1018426847896,0.0,0.0,-10.835679200610011,46.41558998125847,-2.89407662964767,0.0,-16.383139855555257,0.0,-7.75974251448404,0.0,0.0,-35.65595844680156,-7.88588181657568
MMMm,0.0,-22.301857461418855,0.0,14.39961817605363,4.67360155275748,0.0,0.0,-26.351964857831653,0.0,37.78437731281308,-33.1018426847896,0.0,0.0,10.835679200610011,-46.41558998125847,2.89407662964767,0.0,16.383139855555257,0.0,7.75974251448404,0.0,0.0,35.65595844680156,7.88588181657568
MMSAD1m,0.0,0.0,0.0,0.0,0.0,0.0,34.457127740007216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6517796827089225e-16,0.0,0.0,6.734283314209407,0.0
MMSAD3m,0.0,25.19593409106656,0.0,60.350523242654305,0.0,0.0,34.457127740007216,26.351964857831668,0.0,0.0,33.1018426847896,0.0,38.52872122461109,0.0,46.41558998125847,41.97202051790439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4970422400837632e-13
MTHFC,0.000784636871565335,-2.708944180085382e-14,0.23467459487116976,0.00012931131322014587,0.000129311313237557,0.0,0.0,0.000129311313237557,0.0,0.0,1.1043331451949328e-16,0.0,24.047337122022846,4.920302277362083,0.0,0.000129311313237557,1.0204454239914824,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTHFD,0.0,-2.708944180085382e-14,0.0,0.0,0.0,0.0,0.0,0.000129311313237557,0.0,0.0,1.1043331451949328e-16,0.0,0.0,0.0,0.0,0.000129311313237557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.286465777559238e-14
MTHFD2,0.000784636871565335,0.0,0.23467459487116976,0.00012931131322014587,0.000129311313237557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.047337122022846,4.920302277362083,0.0,0.0,1.0204454239914824,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NACASPAH,0.0,0.0,0.0,0.0,19.355833783243803,0.17852990898036283,0.0,0.0,0.0,0.0,0.0,0.0,3.3136276938141636e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NACHEX27ly,0.0,0.0,0.0,-1.1546319456101628e-14,0.0,0.0,0.0,0.0,0.0,0.4371024192916317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8058982674859565,0.0,0.0,0.0,0.0
NADN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012931131323776354,0.0,0.0,0.0,0.0,0.0,0.0,2.3932502579017065e-15,0.0,0.0,0.0,0.0,0.0,-1.5777218104420247e-30,0.0
NDP7er,0.0,0.0,0.0,0.0,0.0,0.6096721249645352,0.0,0.0,0.0,0.0,1.6802952977626354e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06723688998269722,0.0,0.0,14.81953009106153
NDP7g,0.0,0.0,0.0,0.0,0.0,8.775809477932819e-16,0.0,3.105803187282598e-16,6.913459838191922e-14,0.14570080643052205,3.8380763860958074e-17,0.0,-7.289980926391162e-15,0.0,0.0,0.0,-9.592326932761348e-15,0.0,4.442857308873175,0.0,-5.491851353675044e-15,0.0,3.4532943170012755,0.0
NDPK1,0.0,-19.16005335142307,0.0,0.0,0.0,0.0,0.0,34.835596638446056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.84266494686122,0.0
NDPK1m,0.0,0.0,7.058978606521814,0.0,0.0,4.58292141120154e-15,0.0,0.0,3.755915819152221,0.0,0.0,0.0,0.0,17.65767574467581,0.0,0.0,2.0971907846683316e-15,0.0,5.923809745164234,-3.9583302958025505e-15,3.661234235783364e-15,0.0,0.0,0.0
NDPK2,0.0,0.0,0.0,25.813264571961675,58.75753263763703,0.6096721249645365,1.1354691753339763,0.0,4.904706374310492e-14,4.014903070557318,-6.172824618538296e-18,0.0,0.0,0.0,0.0,0.0,-6.335672727194223e-15,-16.383139855555257,11.847619490328468,0.0,0.06723688998269921,0.0,9.208784845336737,0.0
NDPK3,0.0,0.0,6.941641309086229,0.0,0.0,14.226609279292513,0.0,3.1879609163496105e-16,7.8963023341304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.322468471566728e-15,0.0,0.0,0.0
NDPK3m,0.0,0.0,0.0,0.0,0.0,0.0,4.165629543797313e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.310377107905509e-05,0.0,0.0,4.930380657631324e-32,14.226609279291855
NDPK4,0.0,4.9154724125676665,13.922395050650987,0.0,27.31089275263831,-0.8221535004913344,3.9885044316212137,0.0,7.896302334130133,17.929499539150886,0.0,0.0,0.0,14.591058408295702,0.0,3.755915819152127,8.732550318732284e-16,0.3459853882813944,26.6571438532391,0.0,0.0,0.0,27.62635453601019,-4.4911267202512906e-13
NDPK5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8963023341304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6875389974302376e-14,0.0,0.0,0.0
NDPK6m,0.0,0.0,0.0,0.0,0.0,0.0,395.0560961715169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDPK7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.21828001184063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDPK8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0795777497807295,0.0,0.0,0.0,0.0
NDPK9,0.0,0.0,0.0,0.0,0.0,0.0,0.9213352151055878,4.862768329963927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NICRNS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9984014443252818e-13,0.00012931131323776356,0.0,0.0,1.177008993298375e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8850114320220856e-15,-1.2268565956934459e-14,0.0
NMNATr,0.0,0.0,0.0,0.0,0.0,8.881784197001252e-16,0.0,0.0,-1.9984014443252818e-13,0.00012931131323776356,0.0,0.0,1.177008993298375e-14,0.0,0.0,0.0,1.0658141036401503e-14,0.0,0.0,0.0,0.0,2.8850114320220856e-15,-1.226856595693446e-14,0.0
NNMT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012931131323776354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NP1,0.0,0.0,0.0,0.0,0.0,8.881784197001252e-16,0.0,0.0,-1.9984014443252818e-13,0.00012931131323776356,0.0,0.0,1.177008993298375e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8850114320220856e-15,-1.2268565956934459e-14,0.0
NTD4,0.0,0.0,0.0,0.0,0.0,0.0,4.165629543797313e-14,0.0,0.0,1.8779579095760652,1.0210233987582547e-17,0.0,0.0,0.0,0.0,0.0,2.3932502579017065e-15,0.0,0.0,0.0,0.0,0.0,4.930380657631324e-32,0.0
NTD7,0.00039231843577980824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.863838979489955,58.171061722885234,0.0,0.0,0.0,-1.962734615183163e-14,0.0,29.652890898479992
OCOAT1m,0.0,0.0,0.0,14.39961817605363,57.80651151440071,-4.58292141120154e-15,0.0,0.0,53.731966074756784,63.68131988078103,0.0,0.0,0.0,10.835679200610011,0.0,0.0,0.0,0.0,41.45801631626509,50.2245894514115,21.76412569796134,26.464885535846616,35.655958446801556,0.0
OIVD2m,0.0,0.0,0.0,14.39961817605363,0.0,12.110081033591637,34.457127740007216,0.0,0.0,37.78437731281307,0.0,0.0,0.0,10.835679200610011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.734283314209407,0.0
OIVD3m,0.0,0.0,0.0,28.921675132592224,0.0,0.0,0.0,0.0,0.0554333599100059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.709538302797775,0.0,7.759742514484041,0.0,0.0,28.92167513259217,13.904244867081607
ORNDC,1.872308194219557,11.104692299398147,3.287030865251467,10.890034383188999,0.0,27.1304611985595,24.340381533754602,16.515921126341873,14.534705044234016,0.0,0.0,0.0,30.53508048252087,0.0,13.468197760326404,10.747677638386838,3.8864509838462955,0.0,0.0,24.23174835937573,24.916056634664713,31.4228209032021,0.0,0.0
