,SKM_old_train_01.xml,SKM_old_train_02.xml,SKM_old_train_03.xml,SKM_old_train_04.xml,SKM_old_train_05.xml,SKM_old_train_06.xml,SKM_old_train_07.xml,SKM_old_train_08.xml,SKM_old_train_09.xml,SKM_old_train_10.xml,SKM_old_train_11.xml,SKM_old_train_12.xml,SKM_old_untr_01.xml,SKM_old_untr_02.xml,SKM_old_untr_03.xml,SKM_old_untr_04.xml,SKM_old_untr_05.xml,SKM_old_untr_06.xml,SKM_old_untr_07.xml,SKM_old_untr_08.xml,SKM_old_untr_09.xml,SKM_old_untr_10.xml,SKM_old_untr_11.xml,SKM_old_untr_12.xml
RE2814R,0.0,0.0,0.0,0.0,0.0,0.1785299089803627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RE2954C,0.0,-4.9154724125676665,-13.922395050650987,0.0,-27.31089275263831,0.8221535004913344,-3.9885044316212137,0.0,-7.896302334130133,-17.929499539150886,0.0,0.0,0.0,-14.591058408295702,0.0,-3.755915819152127,-8.732550318732284e-16,-0.3459853882813944,-26.6571438532391,0.0,0.0,0.0,-27.62635453601019,0.0
RE2985X,0.0,-3.209824842440832e-14,0.0,0.0,0.0,0.0,0.5368107509781355,0.0,0.0,0.0,0.0,-7.392190405045736e-16,0.0,0.0,0.0,0.536810750978139,0.0,0.0,0.0,0.0,-1.1102230246251565e-16,0.0,0.0,0.0
RE2986X,0.0,-3.209824842440832e-14,0.0,0.0,0.0,0.0,0.5368107509781355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.536810750978139,0.0,0.0,0.0,0.0,-1.1102230246251565e-16,0.0,0.0,0.0
RE2987X,0.0,-3.209824842440832e-14,0.0,0.0,0.0,0.0,0.5368107509781355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.536810750978139,0.0,0.0,0.0,0.0,-1.1102230246251565e-16,0.0,0.0,0.0
RE2988X,0.0,-3.209824842440832e-14,0.0,0.0,0.0,0.0,0.5368107509781355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.536810750978139,0.0,0.0,0.0,0.0,-1.1102230246251565e-16,0.0,0.0,0.0
RE2996X,0.0,-3.209824842440832e-14,0.0,0.0,0.0,0.0,0.5368107509781355,0.0,0.0,0.0,0.0,-3.552713678800501e-15,0.0,0.0,0.0,0.536810750978139,0.0,0.0,0.0,0.0,-1.1102230246251565e-16,0.0,0.0,0.0
RE3002X,0.0,3.209824842440832e-14,0.0,0.0,0.0,0.0,-0.5368107509781355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.536810750978139,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0
RE3076X,-0.00024108986233301798,-4.9639257028787584e-14,0.0,0.0,0.0,0.0,-3.220864505868813,0.0,-0.027716679954997908,0.0,0.0,-5.98401081032635,0.0,0.0,0.0,-21.973075002467645,0.0,-2.002733106157845,0.0,0.0,4.037174635000577e-17,0.0,4.4328256603236965e-14,0.0
RE3245C,-6.56475285424236,0.0,-28.9011684397736,-1.9678862297868358,0.0,0.0,-15.242231298551333,-1.1457501614131615e-13,-18.205378242604926,0.0,0.0,0.0,0.0,0.0,0.0,-3.451101955805852,0.0,-10.101940661362356,0.0,0.0,0.0,0.0,-14.266801988768533,-7.070811831564376
RE3248X,0.0,0.0,-1.0989587223864261,0.0,0.0,-1.0969761847416024e-16,0.0,-2.0702426394542068e-14,0.0,0.0,0.0,0.0,0.0,-1.3184990922345288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RE3250X,0.0,0.0,-1.0989587223864261,0.0,0.0,-1.0969761847416024e-16,0.0,-2.0702426394542068e-14,0.0,0.0,0.0,0.0,0.0,-1.3184990922345288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RE3273C,0.0,0.0,0.0,0.0,-11.331176063561095,-5.329070518200751e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.310377107905509e-05,0.0,-5.048709793414462e-29,4.930380657631324e-32,0.0
RE3301C,0.0,0.0,0.0,0.0,0.0,0.0,-3.9055259631222655e-14,0.0,0.0,2.0655312086049443e-16,0.0,-9.981291741067121,-5.833938175178193e-14,-1.9777486383517933,0.0,0.0,0.0,-1.4210854715202004e-14,0.0,-4.310377107893936e-05,3.499306221847545e-15,0.0,-14.226609279292337,-14.226609279291855
RE3346C,0.0,0.0,0.0,0.0,0.0,-0.1785299089803627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RE3346M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3326001594599778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RE3347C,0.0,0.0,-2.3642175245028394,0.0,0.0,0.0,0.0,0.0,-0.16630007972998703,0.0,0.0,-0.166300079729987,0.0,9.947598300641403e-14,0.0,0.0,-0.16630007972999938,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C10DCc,4.3834520424185084e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C120CPT1,0.0,13.459047171789805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2393187251629676e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1990408665951697e-14,0.0,0.0,0.0
C4CRNCPT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166300079729987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C4x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166300079729987,0.0,0.0,0.0,-4.9333988632494996e-14,0.0,0.0,0.0,0.0
C60CPT1,0.0,2.2619823500209022e-14,0.0,0.0,0.0,0.0,9.307080905168608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAOXC101C8m,0.0,14.251432867242015,0.0,0.0,0.0,0.0,15.242231298551447,0.0,0.0,0.0,-1.2893599520172646e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.340579287869918,0.0,0.0
FAOXC101m,3.472304087986743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAOXC101x,0.0,0.0,0.5494793611932131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3810932959508962e-13,0.0,0.0,-5.167583532800729e-15,0.0
FAOXC102C101x,0.0,0.0,0.5494793611932131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.020562075079397e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3810932959508962e-13,0.0,0.0,-5.167583532800729e-15,0.0
FAOXC102C103m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.163336898303194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAOXC102C103x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166300079729987,0.0,0.0,-1.434723866545055e-15,0.0,0.0,0.0,0.0,0.0
FAOXC102C81m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.163336898303194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAOXC102C81x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166300079729987,0.0,0.0,-1.434723866545055e-15,4.062768862686096e-16,0.0,0.0,0.0,0.0
FAOXC102m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.163336898303194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAOXC102x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166300079729987,0.0,0.0,-1.434723866545055e-15,4.062768862686096e-16,0.0,0.0,0.0,0.0
FAOXC103C102m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.163336898303194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAOXC103C102x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166300079729987,0.0,0.0,-1.434723866545055e-15,4.062768862686096e-16,0.0,0.0,0.0,0.0
FAOXC10DCC8DCx,4.3834520424185084e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAOXC11C9m,0.0,2.89407662964767,0.0,0.0,4.67360155275748,0.0,0.0,0.0,0.0,0.0,0.0,4.67360155275748,0.0,0.0,0.0,2.89407662964767,0.0,4.67360155275748,0.0,0.0,0.0,0.0,0.0,0.0
FAOXC121C101m,3.472304087986743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.014891057477389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAOXC121C10x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4511019558057856,0.0,0.0,0.0,0.0,0.0,0.0,1.3780319620386782e-15,0.0
FAOXC121x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4511019558057856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAOXC123C102m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.163336898303194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAOXC123C102x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166300079729987,0.0,0.0,-1.434723866545055e-15,0.0,0.0,0.0,0.0,0.0
FAOXC123m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.163336898303194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAOXC123x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166300079729987,0.0,0.0,-1.434723866545055e-15,0.0,0.0,0.0,0.0,0.0
FAOXC13C11m,0.0,2.89407662964767,0.0,0.0,4.67360155275748,0.0,0.0,0.0,0.0,0.0,0.0,4.67360155275748,0.0,0.0,0.0,2.89407662964767,0.0,4.67360155275748,0.0,0.0,0.0,0.0,0.0,0.0
FAOXC141C121m,3.472304087986743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.014891057477389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAOXC141C121x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4511019558057856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAOXC143C123m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.163336898303194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAOXC143C123x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0655312086049382e-16,0.0,0.0,0.0,0.0,0.0,0.166300079729987,0.0,0.0,-1.434723866545055e-15,0.0,0.0,0.0,0.0,0.0
FAOXC15C13m,0.0,2.89407662964767,0.0,0.0,4.67360155275748,0.0,0.0,0.0,0.0,0.0,0.0,4.67360155275748,0.0,0.0,0.0,2.89407662964767,0.0,4.67360155275748,0.0,0.0,0.0,0.0,0.0,0.0
FAOXC161C141m,3.472304087986743,0.0,0.0,-8.003921639359804e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.014891057477389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAOXC161C141x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4511019558057856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAOXC163C143m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.163336898303194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAOXC164C143x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0655312086049382e-16,0.0,0.0,0.0,0.0,0.0,0.166300079729987,0.0,0.0,-1.434723866545055e-15,0.0,0.0,0.0,0.0,0.0
FAOXC164C165x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166300079729987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAOXC164x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0655312086049382e-16,0.0,0.0,0.0,0.0,0.0,0.166300079729987,0.0,0.0,-1.434723866545055e-15,0.0,0.0,0.0,0.0,0.0
FAOXC165C164x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0655312086049382e-16,0.0,0.0,0.0,0.0,0.0,0.166300079729987,0.0,0.0,-1.434723866545055e-15,0.0,0.0,0.0,0.0,0.0
FAOXC16BRx,0.0,-1.754100860437926e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.825705325433187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAOXC181C161m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.757461187121909e-16,0.0,0.0,9.259480907525537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAOXC181C161x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4511019558057856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAOXC183C163m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.163336898303194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAOXC184C164x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166300079729987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAOXC5C3x,0.0,2.89407662964767,0.0,0.0,4.67360155275748,0.0,0.0,0.0,0.0,0.0,0.0,4.67360155275748,0.0,0.0,0.0,2.89407662964767,0.0,4.67360155275748,0.0,0.0,0.0,0.0,0.0,0.0
FAOXC61C4m,10.036664623793323,14.788243618220156,0.0,8.813459138270222,13.714265096533225,27.093650072664506,0.0,18.36735510438422,0.0,4.163336898303194,0.0,20.6902390376581,0.0,0.0,0.0,0.0,0.0,14.94478046368776,0.0,21.779250169766136,0.0,32.945608608929106,0.0,0.0
FAOXC61C4x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166300079729987,0.0,0.0,0.0,-4.9333988632494996e-14,0.0,0.0,0.0,0.0
FAOXC61m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.163336898303194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAOXC61x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166300079729987,0.0,0.0,0.0,-4.9333988632494996e-14,0.0,0.0,0.0,0.0
FAOXC6DCC4DCx,4.3834520424185084e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAOXC7C5m,0.0,2.89407662964767,0.0,0.0,4.67360155275748,0.0,0.0,0.0,0.0,0.0,0.0,4.67360155275748,0.0,0.0,0.0,2.89407662964767,0.0,4.67360155275748,0.0,0.0,0.0,0.0,0.0,0.0
FAOXC81C61m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.163336898303194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAOXC81C61x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166300079729987,0.0,0.0,0.0,-4.9333988632494996e-14,0.0,0.0,0.0,0.0
FAOXC8DCC6DCx,4.3834520424185084e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAOXC9C7m,0.0,2.89407662964767,0.0,0.0,4.67360155275748,0.0,0.0,0.0,0.0,0.0,0.0,4.67360155275748,0.0,0.0,0.0,2.89407662964767,0.0,4.67360155275748,0.0,0.0,0.0,0.0,0.0,0.0
FAOXMC10OHMC10r,4.3834520424185084e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAOXOHMC10DC10c,4.3834520424185084e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OCTDECCPT1,6.56436053580658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3860052016282126e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OCTDECCPT2,6.56436053580658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3860052016282126e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEBACACT,4.3834520424185084e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEBCOACROT,-4.3834520424185084e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUCCOAPET,4.3834520424185084e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPMVDc,0.0,10.92341083550272,0.0,0.0,-1.928804455601715e-15,4.289297411437012,0.0,3.54873127998193e-13,0.0,0.0,11.186848111757776,0.0,0.0004310377107918566,0.0,0.0,0.0,28.271722385957247,0.0,0.0,0.0,45.60688497471056,0.0,5.9211894646674845e-15,29.629216026180305
DSREDUCr,0.0,0.0,0.0,0.0,0.0,0.1785299089803627,0.0,-5.139480835336103e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FADH2ETC,0.0,139.79320609870322,216.11744825578353,0.0,169.89518270590935,135.64678027230295,0.0,81.45403017098421,201.70085171966508,171.3085645546205,130.39353038827724,176.67449151495322,135.23080828443815,0.0,132.03176758597021,102.45863506395436,187.26436410726353,0.0,228.1308255911457,138.97866010101058,187.02990279895886,0.0,0.0,67.67521258384797
FERO,0.0,0.0,0.0,0.0,0.0,0.0,0.02731220342018075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02731220342018075,0.02731220342018075,0.0,0.0,0.0,0.0,0.0
HMGCOARc,0.0,10.92341083550272,0.0,0.0,-1.928804455601715e-15,4.289297411437012,0.0,3.54873127998193e-13,0.0,0.0,11.186848111757776,0.0,0.0004310377107918566,0.0,0.0,0.0,28.271722385957247,0.0,0.0,0.0,45.60688497471056,0.0,5.9211894646674845e-15,29.629216026180305
IPDDI,0.0,1.092341083550272,0.0,0.0,0.0,0.678871613716209,0.0,0.0,0.0,0.0,1.1186848111757777,0.0,4.310377107918566e-05,0.0,0.0,0.0,2.8271722385957245,0.0,0.0,0.0,4.560688497471056,0.0,5.921189464667485e-16,2.9629216026180307
MEVK1c,0.0,10.92341083550272,0.0,0.0,-1.928804455601715e-15,4.289297411437012,0.0,3.54873127998193e-13,0.0,0.0,11.186848111757776,0.0,0.0004310377107918566,0.0,0.0,0.0,28.271722385957247,0.0,0.0,0.0,45.60688497471056,0.0,5.9211894646674845e-15,29.629216026180305
MTHFR3,0.0,3.2768939393375787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3559251222140682,0.0,0.0,0.0,0.0,0.0,8.481516715787173,0.0,0.0,0.0,0.0,0.0,1.7763568394002453e-15,8.888635496540855
PMEVKc,0.0,10.92341083550272,0.0,0.0,-1.928804455601715e-15,4.289297411437012,0.0,3.54873127998193e-13,0.0,0.0,11.186848111757776,0.0,0.0004310377107918566,0.0,0.0,0.0,28.271722385957247,0.0,0.0,0.0,45.60688497471056,0.0,5.9211894646674845e-15,29.629216026180305
SFCYSc,3.755588156373016,0.0,3.755915819152151,3.755915819152151,0.0,3.75591581915215,3.7559158191521496,3.7559158191520488,3.75591581915215,3.7559158191521305,0.7263698224070445,3.755915819152202,3.755915819152149,3.7559158191521624,3.75591581915215,3.755915819152127,3.755915819152149,3.7559158191521527,0.0,-5.470700843586274e-14,9.582547398706275e-14,1.8788747755029316,3.7559158191521536,3.755915819152151
1MNCAMti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012931131323776354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3AIBt,0.0,0.0,0.0,0.0,0.0,12.110081033591637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3AIBtm,0.0,0.0,0.0,0.0,0.0,12.110081033591637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3SALAASPm,0.0,0.0,0.0,0.0,-5.786413366805146e-15,0.0,0.0,-3.7559158191520514,-3.75591581915215,-3.7559158191521305,1.0946965316371657e-16,0.0,-3.755915819152151,0.0,0.0,0.0,0.0,-3.755915819152148,0.0,0.0,-9.547559915054966e-14,-1.8788747755029316,-3.7559158191521536,0.0
5AOPtm,0.0,-3.2768939393375565,0.0,0.0,0.0,-4.877376999716278,0.0,-13.34640011057833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.328531107104186,0.0,0.0,-1.1102230246241448e-16,-0.2689475599307972,0.0,0.0,0.0
5MTHFt2,0.000129311313237557,0.000129311313237557,0.000129311313237557,0.000129311313237557,0.000129311313237557,0.0,0.0,0.000129311313237557,0.0,0.000129311313237557,0.000129311313237557,0.0,0.0,0.000129311313237557,0.000129311313237557,0.000129311313237557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000129311313237557
ABTti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8742048385832634,0.0,0.0,0.0,17.65767574467581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1368683772161603e-13,0.0,14.81953009106153
ABUTt2r,0.0,0.0,-66.93035329422113,0.0,-47.528922505153155,0.0,0.0,0.0,0.0,0.0,-60.23585063154377,0.0,0.0,0.0,-22.311203490645205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-74.84655935601091,0.0
ABUTt4_2_r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-83.01759338747043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-81.70779655922163,0.0
ACACt2,0.0,-35.940478633343545,-65.42553777880396,-44.82253541121496,-73.22785963909067,-74.09427392653993,-79.64876634507948,-65.4678617255507,-48.78866701060636,-16.37845444223231,-61.80266949321533,-57.25646838783185,-135.98669546773496,-101.3730168255739,0.0,-135.33857402094435,-63.27175410413986,-59.213622501585405,-104.40099597405344,-63.86410674102998,-80.64627931638165,-57.630175926355506,-74.27400088646488,-2.3482485274153038
ACACtx,-6.575178063627763e-05,0.0,-3.3306690738754696e-14,-6.845572908483393,0.0,-28.5517251712169,-8.052161264672034,0.0,0.0,-16.37845444223231,-1.1247361773837454,-3.158305484893158,-22.517718070444428,-55.37696187385021,-8.231495150856693,-135.33857402094435,-0.0831500398648739,-85.5478789415169,-18.321632531267205,4.297402583054151e-14,0.0,0.0,5.684341886080802e-14,0.0
ACALDt,0.0,0.0,0.0,0.0,-20.156721362071977,-85.90575888787755,0.0,0.0,0.0,0.0,-52.35603618332639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.22010626554178,0.0,0.0
ACGAMtly,0.0,0.0,0.0,-2.3092638912203256e-14,0.0,0.0,0.0,-8.249303624318232e-16,2.3268060956626572e-14,1.1170395159674669,3.673605145910456e-17,0.0,-5.025668668951481e-15,0.0,0.0,0.0,-5.3882824128474254e-15,0.0,7.404762181455292,5.611796534971854,-5.580304230317144e-14,0.0,5.75549052833546,0.0
ACt2m,0.0,0.0,13.976762227954705,0.0,0.0,0.17852990898036283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.376229445893,0.0,0.0,-10.568214880100578,0.0,0.0,0.0
ADNtm,0.00039231843577980824,0.0,0.0,0.0,0.0,-1.1102230246251565e-16,0.0,5.139480835336493e-16,2.4088909879162027e-13,3.5918907990115145e-14,8.436857268553164e-15,-5.472371229721276e-14,0.000129311313237557,0.0,0.0,0.0,18.345355695277128,58.171061722885234,0.0,0.0,0.0,0.0,7.579122514774402e-14,38.54165570633408
ADRNCRNt,0.0,0.0,0.536810750978139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.536810750978139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AKGMALtm,3.7548035195014537,0.0,0.0,0.0,0.0,0.0,0.0,31.079680819294026,33.29365968040569,-28.300624444059043,0.0,-19.89870420043824,0.0,96.42091927703079,0.0,18.210501410566764,0.0,74.41894721119553,11.14141287424281,13.639517289618261,0.13447377996531545,0.0,21.9274752936985,148.0794088581892
